database,filename,height,width,dtype,stage3_equals_enhance,validation_error,raw_nfiq2,raw_error,step0_nfiq2,step0_error,stage1_nfiq2,stage1_error,stage2_nfiq2,stage2_error,stage3_nfiq2,stage3_error,step0_minus_raw,stage1_minus_step0,stage1_minus_raw,stage2_minus_stage1,stage2_minus_raw,stage3_minus_stage2,stage3_minus_raw
DB3_B,101_6.tif,300,300,uint8,True,,38.0,,38.0,,39.0,,31.0,,33.0,,0.0,1.0,1.0,-8.0,-7.0,2.0,-5.0
DB3_B,101_7.tif,300,300,uint8,True,,30.0,,30.0,,35.0,,39.0,,43.0,,0.0,5.0,5.0,4.0,9.0,4.0,13.0
DB3_B,101_8.tif,300,300,uint8,True,,20.0,,20.0,,33.0,,30.0,,38.0,,0.0,13.0,13.0,-3.0,10.0,8.0,18.0
DB3_B,102_1.tif,300,300,uint8,True,,21.0,,21.0,,34.0,,42.0,,53.0,,0.0,13.0,13.0,8.0,21.0,11.0,32.0
DB3_B,102_2.tif,300,300,uint8,True,,19.0,,19.0,,24.0,,32.0,,30.0,,0.0,5.0,5.0,8.0,13.0,-2.0,11.0
DB3_B,102_3.tif,300,300,uint8,True,,21.0,,21.0,,15.0,,26.0,,45.0,,0.0,-6.0,-6.0,11.0,5.0,19.0,24.0
DB3_B,102_4.tif,300,300,uint8,True,,26.0,,26.0,,31.0,,37.0,,50.0,,0.0,5.0,5.0,6.0,11.0,13.0,24.0
DB3_B,102_5.tif,300,300,uint8,True,,44.0,,44.0,,41.0,,50.0,,52.0,,0.0,-3.0,-3.0,9.0,6.0,2.0,8.0
DB3_B,102_6.tif,300,300,uint8,True,,45.0,,45.0,,49.0,,51.0,,72.0,,0.0,4.0,4.0,2.0,6.0,21.0,27.0
DB3_B,102_7.tif,300,300,uint8,True,,12.0,,12.0,,24.0,,35.0,,46.0,,0.0,12.0,12.0,11.0,23.0,11.0,34.0
DB3_B,102_8.tif,300,300,uint8,True,,15.0,,15.0,,17.0,,33.0,,39.0,,0.0,2.0,2.0,16.0,18.0,6.0,24.0
DB3_B,103_1.tif,300,300,uint8,True,,30.0,,30.0,,33.0,,40.0,,46.0,,0.0,3.0,3.0,7.0,10.0,6.0,16.0
DB3_B,103_2.tif,300,300,uint8,True,,28.0,,28.0,,32.0,,33.0,,50.0,,0.0,4.0,4.0,1.0,5.0,17.0,22.0
DB3_B,103_3.tif,300,300,uint8,True,,36.0,,36.0,,51.0,,27.0,,46.0,,0.0,15.0,15.0,-24.0,-9.0,19.0,10.0
DB3_B,103_4.tif,300,300,uint8,True,,52.0,,52.0,,47.0,,55.0,,56.0,,0.0,-5.0,-5.0,8.0,3.0,1.0,4.0
DB3_B,103_5.tif,300,300,uint8,True,,38.0,,38.0,,34.0,,35.0,,40.0,,0.0,-4.0,-4.0,1.0,-3.0,5.0,2.0
DB3_B,103_6.tif,300,300,uint8,True,,14.0,,14.0,,23.0,,41.0,,57.0,,0.0,9.0,9.0,18.0,27.0,16.0,43.0
DB3_B,103_7.tif,300,300,uint8,True,,28.0,,28.0,,36.0,,34.0,,47.0,,0.0,8.0,8.0,-2.0,6.0,13.0,19.0
DB3_B,103_8.tif,300,300,uint8,True,,20.0,,20.0,,22.0,,36.0,,34.0,,0.0,2.0,2.0,14.0,16.0,-2.0,14.0
DB3_B,104_1.tif,300,300,uint8,True,,34.0,,34.0,,35.0,,43.0,,41.0,,0.0,1.0,1.0,8.0,9.0,-2.0,7.0
DB3_B,104_2.tif,300,300,uint8,True,,34.0,,34.0,,36.0,,40.0,,44.0,,0.0,2.0,2.0,4.0,6.0,4.0,10.0
DB3_B,104_3.tif,300,300,uint8,True,,19.0,,19.0,,37.0,,34.0,,45.0,,0.0,18.0,18.0,-3.0,15.0,11.0,26.0
DB3_B,104_4.tif,300,300,uint8,True,,18.0,,18.0,,26.0,,15.0,,11.0,,0.0,8.0,8.0,-11.0,-3.0,-4.0,-7.0
DB3_B,104_5.tif,300,300,uint8,True,,39.0,,39.0,,43.0,,50.0,,64.0,,0.0,4.0,4.0,7.0,11.0,14.0,25.0
DB3_B,104_6.tif,300,300,uint8,True,,26.0,,26.0,,22.0,,37.0,,46.0,,0.0,-4.0,-4.0,15.0,11.0,9.0,20.0
DB3_B,104_7.tif,300,300,uint8,True,,23.0,,23.0,,25.0,,33.0,,44.0,,0.0,2.0,2.0,8.0,10.0,11.0,21.0
DB3_B,104_8.tif,300,300,uint8,True,,26.0,,26.0,,24.0,,21.0,,23.0,,0.0,-2.0,-2.0,-3.0,-5.0,2.0,-3.0
DB3_B,105_1.tif,300,300,uint8,True,,15.0,,15.0,,16.0,,23.0,,35.0,,0.0,1.0,1.0,7.0,8.0,12.0,20.0
DB3_B,105_2.tif,300,300,uint8,True,,20.0,,20.0,,14.0,,25.0,,32.0,,0.0,-6.0,-6.0,11.0,5.0,7.0,12.0
DB3_B,105_3.tif,300,300,uint8,True,,18.0,,18.0,,32.0,,35.0,,37.0,,0.0,14.0,14.0,3.0,17.0,2.0,19.0
DB3_B,105_4.tif,300,300,uint8,True,,48.0,,48.0,,33.0,,43.0,,59.0,,0.0,-15.0,-15.0,10.0,-5.0,16.0,11.0
DB3_B,105_5.tif,300,300,uint8,True,,35.0,,35.0,,33.0,,45.0,,49.0,,0.0,-2.0,-2.0,12.0,10.0,4.0,14.0
DB3_B,105_6.tif,300,300,uint8,True,,33.0,,33.0,,34.0,,48.0,,56.0,,0.0,1.0,1.0,14.0,15.0,8.0,23.0
DB3_B,105_7.tif,300,300,uint8,True,,32.0,,32.0,,30.0,,29.0,,36.0,,0.0,-2.0,-2.0,-1.0,-3.0,7.0,4.0
DB3_B,105_8.tif,300,300,uint8,True,,32.0,,32.0,,20.0,,31.0,,32.0,,0.0,-12.0,-12.0,11.0,-1.0,1.0,0.0
DB3_B,106_1.tif,300,300,uint8,True,,34.0,,34.0,,42.0,,45.0,,54.0,,0.0,8.0,8.0,3.0,11.0,9.0,20.0
DB3_B,106_2.tif,300,300,uint8,True,,32.0,,32.0,,29.0,,31.0,,46.0,,0.0,-3.0,-3.0,2.0,-1.0,15.0,14.0
DB3_B,106_3.tif,300,300,uint8,True,,29.0,,29.0,,33.0,,37.0,,53.0,,0.0,4.0,4.0,4.0,8.0,16.0,24.0
DB3_B,106_4.tif,300,300,uint8,True,,40.0,,40.0,,33.0,,42.0,,52.0,,0.0,-7.0,-7.0,9.0,2.0,10.0,12.0
DB3_B,106_5.tif,300,300,uint8,True,,19.0,,19.0,,26.0,,19.0,,20.0,,0.0,7.0,7.0,-7.0,0.0,1.0,1.0
DB3_B,106_6.tif,300,300,uint8,True,,22.0,,22.0,,31.0,,19.0,,23.0,,0.0,9.0,9.0,-12.0,-3.0,4.0,1.0
DB3_B,106_7.tif,300,300,uint8,True,,14.0,,14.0,,10.0,,11.0,,9.0,,0.0,-4.0,-4.0,1.0,-3.0,-2.0,-5.0
DB3_B,106_8.tif,300,300,uint8,True,,9.0,,9.0,,10.0,,6.0,,10.0,,0.0,1.0,1.0,-4.0,-3.0,4.0,1.0
DB3_B,107_1.tif,300,300,uint8,True,,29.0,,29.0,,22.0,,25.0,,42.0,,0.0,-7.0,-7.0,3.0,-4.0,17.0,13.0
DB3_B,107_2.tif,300,300,uint8,True,,14.0,,14.0,,16.0,,12.0,,28.0,,0.0,2.0,2.0,-4.0,-2.0,16.0,14.0
DB3_B,107_3.tif,300,300,uint8,True,,16.0,,16.0,,26.0,,21.0,,32.0,,0.0,10.0,10.0,-5.0,5.0,11.0,16.0
DB3_B,107_4.tif,300,300,uint8,True,,32.0,,32.0,,28.0,,30.0,,48.0,,0.0,-4.0,-4.0,2.0,-2.0,18.0,16.0
DB3_B,107_5.tif,300,300,uint8,True,,26.0,,26.0,,37.0,,32.0,,36.0,,0.0,11.0,11.0,-5.0,6.0,4.0,10.0
DB3_B,107_6.tif,300,300,uint8,True,,16.0,,16.0,,26.0,,20.0,,41.0,,0.0,10.0,10.0,-6.0,4.0,21.0,25.0
DB3_B,107_7.tif,300,300,uint8,True,,12.0,,12.0,,10.0,,7.0,,6.0,,0.0,-2.0,-2.0,-3.0,-5.0,-1.0,-6.0
DB3_B,107_8.tif,300,300,uint8,True,,9.0,,9.0,,11.0,,7.0,,7.0,,0.0,2.0,2.0,-4.0,-2.0,0.0,-2.0
DB3_B,108_1.tif,300,300,uint8,True,,33.0,,33.0,,15.0,,12.0,,19.0,,0.0,-18.0,-18.0,-3.0,-21.0,7.0,-14.0
DB3_B,108_2.tif,300,300,uint8,True,,24.0,,24.0,,5.0,,11.0,,18.0,,0.0,-19.0,-19.0,6.0,-13.0,7.0,-6.0
DB3_B,108_3.tif,300,300,uint8,True,,5.0,,5.0,,6.0,,6.0,,14.0,,0.0,1.0,1.0,0.0,1.0,8.0,9.0
DB3_B,108_4.tif,300,300,uint8,True,,9.0,,9.0,,2.0,,5.0,,5.0,,0.0,-7.0,-7.0,3.0,-4.0,0.0,-4.0
DB3_B,108_5.tif,300,300,uint8,True,,27.0,,27.0,,25.0,,26.0,,36.0,,0.0,-2.0,-2.0,1.0,-1.0,10.0,9.0
DB3_B,108_6.tif,300,300,uint8,True,,37.0,,37.0,,34.0,,18.0,,28.0,,0.0,-3.0,-3.0,-16.0,-19.0,10.0,-9.0
DB3_B,108_7.tif,300,300,uint8,True,,18.0,,18.0,,17.0,,21.0,,27.0,,0.0,-1.0,-1.0,4.0,3.0,6.0,9.0
DB3_B,108_8.tif,300,300,uint8,True,,19.0,,19.0,,15.0,,18.0,,25.0,,0.0,-4.0,-4.0,3.0,-1.0,7.0,6.0
DB3_B,109_1.tif,300,300,uint8,True,,11.0,,11.0,,23.0,,22.0,,20.0,,0.0,12.0,12.0,-1.0,11.0,-2.0,9.0
DB3_B,109_2.tif,300,300,uint8,True,,17.0,,17.0,,18.0,,22.0,,25.0,,0.0,1.0,1.0,4.0,5.0,3.0,8.0
DB3_B,109_3.tif,300,300,uint8,True,,15.0,,15.0,,20.0,,10.0,,22.0,,0.0,5.0,5.0,-10.0,-5.0,12.0,7.0
DB3_B,109_4.tif,300,300,uint8,True,,20.0,,20.0,,22.0,,15.0,,15.0,,0.0,2.0,2.0,-7.0,-5.0,0.0,-5.0
DB3_B,109_5.tif,300,300,uint8,True,,31.0,,31.0,,47.0,,46.0,,53.0,,0.0,16.0,16.0,-1.0,15.0,7.0,22.0
DB3_B,109_6.tif,300,300,uint8,True,,38.0,,38.0,,43.0,,39.0,,55.0,,0.0,5.0,5.0,-4.0,1.0,16.0,17.0
DB3_B,109_7.tif,300,300,uint8,True,,11.0,,11.0,,14.0,,18.0,,16.0,,0.0,3.0,3.0,4.0,7.0,-2.0,5.0
DB3_B,109_8.tif,300,300,uint8,True,,16.0,,16.0,,23.0,,20.0,,22.0,,0.0,7.0,7.0,-3.0,4.0,2.0,6.0
DB3_B,110_1.tif,300,300,uint8,True,,12.0,,12.0,,8.0,,11.0,,10.0,,0.0,-4.0,-4.0,3.0,-1.0,-1.0,-2.0
DB3_B,110_2.tif,300,300,uint8,True,,17.0,,17.0,,9.0,,5.0,,8.0,,0.0,-8.0,-8.0,-4.0,-12.0,3.0,-9.0
DB3_B,110_3.tif,300,300,uint8,True,,11.0,,11.0,,1.0,,0.0,,0.0,,0.0,-10.0,-10.0,-1.0,-11.0,0.0,-11.0
DB3_B,110_4.tif,300,300,uint8,True,,19.0,,19.0,,15.0,,16.0,,21.0,,0.0,-4.0,-4.0,1.0,-3.0,5.0,2.0
DB3_B,110_5.tif,300,300,uint8,True,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,11.0,,8.0,,18.0,,,,,-3.0,,10.0,
DB3_B,110_6.tif,300,300,uint8,True,,18.0,,18.0,,13.0,,11.0,,15.0,,0.0,-5.0,-5.0,-2.0,-7.0,4.0,-3.0
DB3_B,110_7.tif,300,300,uint8,True,,17.0,,17.0,,9.0,,9.0,,9.0,,0.0,-8.0,-8.0,0.0,-8.0,0.0,-8.0
DB3_B,110_8.tif,300,300,uint8,True,,11.0,,11.0,,12.0,,5.0,,15.0,,0.0,1.0,1.0,-7.0,-6.0,10.0,4.0
DB4_B,101_1.tif,384,288,uint8,True,,39.0,,39.0,,40.0,,43.0,,58.0,,0.0,1.0,1.0,3.0,4.0,15.0,19.0
DB4_B,101_2.tif,384,288,uint8,True,,39.0,,39.0,,52.0,,41.0,,50.0,,0.0,13.0,13.0,-11.0,2.0,9.0,11.0
DB4_B,101_3.tif,384,288,uint8,True,,42.0,,42.0,,39.0,,45.0,,55.0,,0.0,-3.0,-3.0,6.0,3.0,10.0,13.0
DB4_B,101_4.tif,384,288,uint8,True,,50.0,,50.0,,50.0,,55.0,,54.0,,0.0,0.0,0.0,5.0,5.0,-1.0,4.0
DB4_B,101_5.tif,384,288,uint8,True,,37.0,,37.0,,36.0,,35.0,,41.0,,0.0,-1.0,-1.0,-1.0,-2.0,6.0,4.0
DB4_B,101_6.tif,384,288,uint8,True,,37.0,,37.0,,48.0,,54.0,,68.0,,0.0,11.0,11.0,6.0,17.0,14.0,31.0
DB4_B,101_7.tif,384,288,uint8,True,,37.0,,37.0,,37.0,,46.0,,47.0,,0.0,0.0,0.0,9.0,9.0,1.0,10.0
DB4_B,101_8.tif,384,288,uint8,True,,35.0,,35.0,,30.0,,38.0,,47.0,,0.0,-5.0,-5.0,8.0,3.0,9.0,12.0
DB4_B,102_1.tif,384,288,uint8,True,,44.0,,44.0,,48.0,,51.0,,60.0,,0.0,4.0,4.0,3.0,7.0,9.0,16.0
DB4_B,102_2.tif,384,288,uint8,True,,42.0,,42.0,,47.0,,45.0,,54.0,,0.0,5.0,5.0,-2.0,3.0,9.0,12.0
DB4_B,102_3.tif,384,288,uint8,True,,27.0,,27.0,,21.0,,36.0,,44.0,,0.0,-6.0,-6.0,15.0,9.0,8.0,17.0
DB4_B,102_4.tif,384,288,uint8,True,,38.0,,38.0,,56.0,,56.0,,59.0,,0.0,18.0,18.0,0.0,18.0,3.0,21.0
DB4_B,102_5.tif,384,288,uint8,True,,29.0,,29.0,,46.0,,48.0,,51.0,,0.0,17.0,17.0,2.0,19.0,3.0,22.0
DB4_B,102_6.tif,384,288,uint8,True,,46.0,,46.0,,50.0,,52.0,,70.0,,0.0,4.0,4.0,2.0,6.0,18.0,24.0
DB4_B,102_7.tif,384,288,uint8,True,,31.0,,31.0,,40.0,,42.0,,61.0,,0.0,9.0,9.0,2.0,11.0,19.0,30.0
DB4_B,102_8.tif,384,288,uint8,True,,51.0,,51.0,,50.0,,54.0,,56.0,,0.0,-1.0,-1.0,4.0,3.0,2.0,5.0
DB4_B,103_1.tif,384,288,uint8,True,,44.0,,44.0,,42.0,,46.0,,38.0,,0.0,-2.0,-2.0,4.0,2.0,-8.0,-6.0
DB4_B,103_2.tif,384,288,uint8,True,,43.0,,43.0,,52.0,,47.0,,46.0,,0.0,9.0,9.0,-5.0,4.0,-1.0,3.0
DB4_B,103_3.tif,384,288,uint8,True,,46.0,,46.0,,47.0,,39.0,,49.0,,0.0,1.0,1.0,-8.0,-7.0,10.0,3.0
DB4_B,103_4.tif,384,288,uint8,True,,34.0,,34.0,,45.0,,41.0,,55.0,,0.0,11.0,11.0,-4.0,7.0,14.0,21.0
DB4_B,103_5.tif,384,288,uint8,True,,44.0,,44.0,,39.0,,50.0,,47.0,,0.0,-5.0,-5.0,11.0,6.0,-3.0,3.0
DB4_B,103_6.tif,384,288,uint8,True,,38.0,,38.0,,40.0,,43.0,,55.0,,0.0,2.0,2.0,3.0,5.0,12.0,17.0
DB4_B,103_7.tif,384,288,uint8,True,,43.0,,43.0,,48.0,,38.0,,49.0,,0.0,5.0,5.0,-10.0,-5.0,11.0,6.0
DB4_B,103_8.tif,384,288,uint8,True,,39.0,,39.0,,42.0,,50.0,,40.0,,0.0,3.0,3.0,8.0,11.0,-10.0,1.0
DB4_B,104_1.tif,384,288,uint8,True,,20.0,,20.0,,15.0,,25.0,,26.0,,0.0,-5.0,-5.0,10.0,5.0,1.0,6.0
DB4_B,104_2.tif,384,288,uint8,True,,40.0,,40.0,,33.0,,44.0,,52.0,,0.0,-7.0,-7.0,11.0,4.0,8.0,12.0
DB4_B,104_3.tif,384,288,uint8,True,,46.0,,46.0,,49.0,,49.0,,40.0,,0.0,3.0,3.0,0.0,3.0,-9.0,-6.0
DB4_B,104_4.tif,384,288,uint8,True,,45.0,,45.0,,47.0,,45.0,,48.0,,0.0,2.0,2.0,-2.0,0.0,3.0,3.0
DB4_B,104_5.tif,384,288,uint8,True,,46.0,,46.0,,44.0,,40.0,,47.0,,0.0,-2.0,-2.0,-4.0,-6.0,7.0,1.0
DB4_B,104_6.tif,384,288,uint8,True,,31.0,,31.0,,34.0,,37.0,,54.0,,0.0,3.0,3.0,3.0,6.0,17.0,23.0
DB4_B,104_7.tif,384,288,uint8,True,,33.0,,33.0,,37.0,,42.0,,61.0,,0.0,4.0,4.0,5.0,9.0,19.0,28.0
DB4_B,104_8.tif,384,288,uint8,True,,36.0,,36.0,,35.0,,43.0,,31.0,,0.0,-1.0,-1.0,8.0,7.0,-12.0,-5.0
DB4_B,105_1.tif,384,288,uint8,True,,19.0,,19.0,,19.0,,20.0,,24.0,,0.0,0.0,0.0,1.0,1.0,4.0,5.0
DB4_B,105_2.tif,384,288,uint8,True,,24.0,,24.0,,40.0,,37.0,,52.0,,0.0,16.0,16.0,-3.0,13.0,15.0,28.0
DB4_B,105_3.tif,384,288,uint8,True,,29.0,,29.0,,29.0,,40.0,,50.0,,0.0,0.0,0.0,11.0,11.0,10.0,21.0
DB4_B,105_4.tif,384,288,uint8,True,,27.0,,27.0,,33.0,,37.0,,45.0,,0.0,6.0,6.0,4.0,10.0,8.0,18.0
DB4_B,105_5.tif,384,288,uint8,True,,33.0,,33.0,,37.0,,37.0,,47.0,,0.0,4.0,4.0,0.0,4.0,10.0,14.0
DB4_B,105_6.tif,384,288,uint8,True,,26.0,,26.0,,35.0,,36.0,,48.0,,0.0,9.0,9.0,1.0,10.0,12.0,22.0
DB4_B,105_7.tif,384,288,uint8,True,,29.0,,29.0,,39.0,,33.0,,49.0,,0.0,10.0,10.0,-6.0,4.0,16.0,20.0
DB4_B,105_8.tif,384,288,uint8,True,,30.0,,30.0,,36.0,,33.0,,48.0,,0.0,6.0,6.0,-3.0,3.0,15.0,18.0
DB4_B,106_1.tif,384,288,uint8,True,,14.0,,14.0,,10.0,,8.0,,20.0,,0.0,-4.0,-4.0,-2.0,-6.0,12.0,6.0
DB4_B,106_2.tif,384,288,uint8,True,,24.0,,24.0,,25.0,,26.0,,32.0,,0.0,1.0,1.0,1.0,2.0,6.0,8.0
DB4_B,106_3.tif,384,288,uint8,True,,24.0,,24.0,,37.0,,29.0,,44.0,,0.0,13.0,13.0,-8.0,5.0,15.0,20.0
DB4_B,106_4.tif,384,288,uint8,True,,37.0,,37.0,,27.0,,32.0,,43.0,,0.0,-10.0,-10.0,5.0,-5.0,11.0,6.0
DB4_B,106_5.tif,384,288,uint8,True,,19.0,,19.0,,27.0,,22.0,,32.0,,0.0,8.0,8.0,-5.0,3.0,10.0,13.0
DB4_B,106_6.tif,384,288,uint8,True,,23.0,,23.0,,28.0,,26.0,,39.0,,0.0,5.0,5.0,-2.0,3.0,13.0,16.0
DB4_B,106_7.tif,384,288,uint8,True,,26.0,,26.0,,35.0,,42.0,,48.0,,0.0,9.0,9.0,7.0,16.0,6.0,22.0
DB4_B,106_8.tif,384,288,uint8,True,,28.0,,28.0,,22.0,,25.0,,26.0,,0.0,-6.0,-6.0,3.0,-3.0,1.0,-2.0
DB4_B,107_1.tif,384,288,uint8,True,,31.0,,31.0,,25.0,,33.0,,57.0,,0.0,-6.0,-6.0,8.0,2.0,24.0,26.0
DB4_B,107_2.tif,384,288,uint8,True,,33.0,,33.0,,43.0,,38.0,,47.0,,0.0,10.0,10.0,-5.0,5.0,9.0,14.0
DB4_B,107_3.tif,384,288,uint8,True,,32.0,,32.0,,35.0,,45.0,,35.0,,0.0,3.0,3.0,10.0,13.0,-10.0,3.0
DB4_B,107_4.tif,384,288,uint8,True,,26.0,,26.0,,40.0,,32.0,,45.0,,0.0,14.0,14.0,-8.0,6.0,13.0,19.0
DB4_B,107_5.tif,384,288,uint8,True,,46.0,,46.0,,46.0,,48.0,,48.0,,0.0,0.0,0.0,2.0,2.0,0.0,2.0
DB4_B,107_6.tif,384,288,uint8,True,,47.0,,47.0,,39.0,,40.0,,59.0,,0.0,-8.0,-8.0,1.0,-7.0,19.0,12.0
DB4_B,107_7.tif,384,288,uint8,True,,18.0,,18.0,,23.0,,30.0,,38.0,,0.0,5.0,5.0,7.0,12.0,8.0,20.0
DB4_B,107_8.tif,384,288,uint8,True,,18.0,,18.0,,29.0,,31.0,,36.0,,0.0,11.0,11.0,2.0,13.0,5.0,18.0
DB4_B,108_1.tif,384,288,uint8,True,,31.0,,31.0,,32.0,,39.0,,35.0,,0.0,1.0,1.0,7.0,8.0,-4.0,4.0
DB4_B,108_2.tif,384,288,uint8,True,,23.0,,23.0,,5.0,,4.0,,3.0,,0.0,-18.0,-18.0,-1.0,-19.0,-1.0,-20.0
DB4_B,108_3.tif,384,288,uint8,True,,8.0,,8.0,,3.0,,5.0,,1.0,,0.0,-5.0,-5.0,2.0,-3.0,-4.0,-7.0
DB4_B,108_4.tif,384,288,uint8,True,,26.0,,26.0,,33.0,,38.0,,32.0,,0.0,7.0,7.0,5.0,12.0,-6.0,6.0
DB4_B,108_5.tif,384,288,uint8,True,,11.0,,11.0,,4.0,,3.0,,10.0,,0.0,-7.0,-7.0,-1.0,-8.0,7.0,-1.0
DB4_B,108_6.tif,384,288,uint8,True,,5.0,,5.0,,2.0,,2.0,,4.0,,0.0,-3.0,-3.0,0.0,-3.0,2.0,-1.0
DB4_B,108_7.tif,384,288,uint8,True,,28.0,,28.0,,16.0,,24.0,,38.0,,0.0,-12.0,-12.0,8.0,-4.0,14.0,10.0
DB4_B,108_8.tif,384,288,uint8,True,,43.0,,43.0,,27.0,,24.0,,32.0,,0.0,-16.0,-16.0,-3.0,-19.0,8.0,-11.0
DB4_B,109_1.tif,384,288,uint8,True,,12.0,,12.0,,16.0,,19.0,,28.0,,0.0,4.0,4.0,3.0,7.0,9.0,16.0
DB4_B,109_2.tif,384,288,uint8,True,,19.0,,19.0,,22.0,,19.0,,46.0,,0.0,3.0,3.0,-3.0,0.0,27.0,27.0
DB4_B,109_3.tif,384,288,uint8,True,,24.0,,24.0,,31.0,,34.0,,42.0,,0.0,7.0,7.0,3.0,10.0,8.0,18.0
DB4_B,109_4.tif,384,288,uint8,True,,5.0,,5.0,,1.0,,2.0,,3.0,,0.0,-4.0,-4.0,1.0,-3.0,1.0,-2.0
DB4_B,109_5.tif,384,288,uint8,True,,24.0,,24.0,,36.0,,34.0,,29.0,,0.0,12.0,12.0,-2.0,10.0,-5.0,5.0
DB4_B,109_6.tif,384,288,uint8,True,,9.0,,9.0,,7.0,,6.0,,6.0,,0.0,-2.0,-2.0,-1.0,-3.0,0.0,-3.0
DB4_B,109_7.tif,384,288,uint8,True,,14.0,,14.0,,6.0,,12.0,,13.0,,0.0,-8.0,-8.0,6.0,-2.0,1.0,-1.0
DB4_B,109_8.tif,384,288,uint8,True,,31.0,,31.0,,30.0,,36.0,,31.0,,0.0,-1.0,-1.0,6.0,5.0,-5.0,0.0
DB4_B,110_1.tif,384,288,uint8,True,,5.0,,5.0,,7.0,,3.0,,6.0,,0.0,2.0,2.0,-4.0,-2.0,3.0,1.0
DB4_B,110_2.tif,384,288,uint8,True,,12.0,,12.0,,6.0,,6.0,,13.0,,0.0,-6.0,-6.0,0.0,-6.0,7.0,1.0
DB4_B,110_3.tif,384,288,uint8,True,,3.0,,3.0,,5.0,,3.0,,3.0,,0.0,2.0,2.0,-2.0,0.0,0.0,0.0
DB4_B,110_4.tif,384,288,uint8,True,,3.0,,3.0,,0.0,,3.0,,1.0,,0.0,-3.0,-3.0,3.0,0.0,-2.0,-2.0
DB4_B,110_5.tif,384,288,uint8,True,,5.0,,5.0,,5.0,,9.0,,5.0,,0.0,0.0,0.0,4.0,4.0,-4.0,0.0
DB4_B,110_6.tif,384,288,uint8,True,,8.0,,8.0,,10.0,,7.0,,13.0,,0.0,2.0,2.0,-3.0,-1.0,6.0,5.0
DB4_B,110_7.tif,384,288,uint8,True,,15.0,,15.0,,27.0,,16.0,,42.0,,0.0,12.0,12.0,-11.0,1.0,26.0,27.0
DB4_B,110_8.tif,384,288,uint8,True,,22.0,,22.0,,24.0,,27.0,,33.0,,0.0,2.0,2.0,3.0,5.0,6.0,11.0
