database,filename,stage,nfiq2,error,scored_path,height,width,dtype
DB1_B,108_2.tif,step0,79.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_2.tif,stage1,72.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_2.tif,stage2,72.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_2.tif,stage3,75.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_3.tif,raw,82.0,,data\raw\DB1_B\108_3.tif,374,388,uint8
DB1_B,108_3.tif,step0,82.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_3.tif,stage1,76.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_3.tif,stage2,68.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_3.tif,stage3,79.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_4.tif,raw,75.0,,data\raw\DB1_B\108_4.tif,374,388,uint8
DB1_B,108_4.tif,step0,75.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_4.tif,stage1,72.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_4.tif,stage2,70.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_4.tif,stage3,81.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_5.tif,raw,44.0,,data\raw\DB1_B\108_5.tif,374,388,uint8
DB1_B,108_5.tif,step0,44.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_5.tif,stage1,71.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_5.tif,stage2,67.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_5.tif,stage3,80.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_6.tif,raw,78.0,,data\raw\DB1_B\108_6.tif,374,388,uint8
DB1_B,108_6.tif,step0,78.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_6.tif,stage1,82.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_6.tif,stage2,85.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_6.tif,stage3,85.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_7.tif,raw,68.0,,data\raw\DB1_B\108_7.tif,374,388,uint8
DB1_B,108_7.tif,step0,68.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_7.tif,stage1,70.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_7.tif,stage2,76.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_7.tif,stage3,92.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_8.tif,raw,79.0,,data\raw\DB1_B\108_8.tif,374,388,uint8
DB1_B,108_8.tif,step0,79.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_8.tif,stage1,75.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_8.tif,stage2,72.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,108_8.tif,stage3,90.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_1.tif,raw,42.0,,data\raw\DB1_B\109_1.tif,374,388,uint8
DB1_B,109_1.tif,step0,42.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_1.tif,stage1,52.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_1.tif,stage2,49.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_1.tif,stage3,45.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_2.tif,raw,67.0,,data\raw\DB1_B\109_2.tif,374,388,uint8
DB1_B,109_2.tif,step0,67.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_2.tif,stage1,60.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_2.tif,stage2,68.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_2.tif,stage3,61.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_3.tif,raw,37.0,,data\raw\DB1_B\109_3.tif,374,388,uint8
DB1_B,109_3.tif,step0,37.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_3.tif,stage1,55.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_3.tif,stage2,54.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_3.tif,stage3,58.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_4.tif,raw,27.0,,data\raw\DB1_B\109_4.tif,374,388,uint8
DB1_B,109_4.tif,step0,27.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_4.tif,stage1,39.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_4.tif,stage2,27.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_4.tif,stage3,33.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_5.tif,raw,57.0,,data\raw\DB1_B\109_5.tif,374,388,uint8
DB1_B,109_5.tif,step0,57.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_5.tif,stage1,68.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_5.tif,stage2,69.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_5.tif,stage3,74.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_6.tif,raw,15.0,,data\raw\DB1_B\109_6.tif,374,388,uint8
DB1_B,109_6.tif,step0,15.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_6.tif,stage1,28.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_6.tif,stage2,24.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_6.tif,stage3,33.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_7.tif,raw,65.0,,data\raw\DB1_B\109_7.tif,374,388,uint8
DB1_B,109_7.tif,step0,65.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_7.tif,stage1,72.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_7.tif,stage2,72.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_7.tif,stage3,69.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_8.tif,raw,33.0,,data\raw\DB1_B\109_8.tif,374,388,uint8
DB1_B,109_8.tif,step0,33.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_8.tif,stage1,48.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_8.tif,stage2,51.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,109_8.tif,stage3,57.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_1.tif,raw,49.0,,data\raw\DB1_B\110_1.tif,374,388,uint8
DB1_B,110_1.tif,step0,49.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_1.tif,stage1,51.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_1.tif,stage2,57.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_1.tif,stage3,62.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_2.tif,raw,53.0,,data\raw\DB1_B\110_2.tif,374,388,uint8
DB1_B,110_2.tif,step0,53.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_2.tif,stage1,61.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_2.tif,stage2,60.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_2.tif,stage3,66.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_3.tif,raw,53.0,,data\raw\DB1_B\110_3.tif,374,388,uint8
DB1_B,110_3.tif,step0,53.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_3.tif,stage1,55.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_3.tif,stage2,64.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_3.tif,stage3,77.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_4.tif,raw,51.0,,data\raw\DB1_B\110_4.tif,374,388,uint8
DB1_B,110_4.tif,step0,51.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_4.tif,stage1,73.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_4.tif,stage2,70.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_4.tif,stage3,67.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_5.tif,raw,55.0,,data\raw\DB1_B\110_5.tif,374,388,uint8
DB1_B,110_5.tif,step0,55.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_5.tif,stage1,58.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_5.tif,stage2,64.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_5.tif,stage3,62.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_6.tif,raw,54.0,,data\raw\DB1_B\110_6.tif,374,388,uint8
DB1_B,110_6.tif,step0,54.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_6.tif,stage1,57.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_6.tif,stage2,58.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_6.tif,stage3,66.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_7.tif,raw,81.0,,data\raw\DB1_B\110_7.tif,374,388,uint8
DB1_B,110_7.tif,step0,81.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_7.tif,stage1,84.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_7.tif,stage2,80.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_7.tif,stage3,79.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_8.tif,raw,61.0,,data\raw\DB1_B\110_8.tif,374,388,uint8
DB1_B,110_8.tif,step0,61.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_8.tif,stage1,69.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_8.tif,stage2,82.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB1_B,110_8.tif,stage3,69.0,,temporary original-size grayscale uint8 TIFF,374,388,uint8
DB2_B,101_1.tif,raw,71.0,,data\raw\DB2_B\101_1.tif,560,296,uint8
DB2_B,101_1.tif,step0,71.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_1.tif,stage1,69.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_1.tif,stage2,72.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_1.tif,stage3,74.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_2.tif,raw,70.0,,data\raw\DB2_B\101_2.tif,560,296,uint8
DB2_B,101_2.tif,step0,70.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_2.tif,stage1,84.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_2.tif,stage2,77.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_2.tif,stage3,72.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_3.tif,raw,59.0,,data\raw\DB2_B\101_3.tif,560,296,uint8
DB2_B,101_3.tif,step0,59.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_3.tif,stage1,65.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_3.tif,stage2,63.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_3.tif,stage3,69.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_4.tif,raw,68.0,,data\raw\DB2_B\101_4.tif,560,296,uint8
DB2_B,101_4.tif,step0,68.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_4.tif,stage1,62.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_4.tif,stage2,66.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_4.tif,stage3,60.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_5.tif,raw,75.0,,data\raw\DB2_B\101_5.tif,560,296,uint8
DB2_B,101_5.tif,step0,75.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_5.tif,stage1,80.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_5.tif,stage2,72.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_5.tif,stage3,69.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_6.tif,raw,63.0,,data\raw\DB2_B\101_6.tif,560,296,uint8
DB2_B,101_6.tif,step0,63.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_6.tif,stage1,70.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_6.tif,stage2,71.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_6.tif,stage3,59.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_7.tif,raw,21.0,,data\raw\DB2_B\101_7.tif,560,296,uint8
DB2_B,101_7.tif,step0,21.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_7.tif,stage1,39.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_7.tif,stage2,39.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_7.tif,stage3,53.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_8.tif,raw,21.0,,data\raw\DB2_B\101_8.tif,560,296,uint8
DB2_B,101_8.tif,step0,21.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_8.tif,stage1,39.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_8.tif,stage2,29.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,101_8.tif,stage3,43.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_1.tif,raw,68.0,,data\raw\DB2_B\102_1.tif,560,296,uint8
DB2_B,102_1.tif,step0,68.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_1.tif,stage1,70.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_1.tif,stage2,73.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_1.tif,stage3,64.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_2.tif,raw,63.0,,data\raw\DB2_B\102_2.tif,560,296,uint8
DB2_B,102_2.tif,step0,63.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_2.tif,stage1,64.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_2.tif,stage2,69.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_2.tif,stage3,58.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_3.tif,raw,63.0,,data\raw\DB2_B\102_3.tif,560,296,uint8
DB2_B,102_3.tif,step0,63.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_3.tif,stage1,64.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_3.tif,stage2,70.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_3.tif,stage3,68.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_4.tif,raw,60.0,,data\raw\DB2_B\102_4.tif,560,296,uint8
DB2_B,102_4.tif,step0,60.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_4.tif,stage1,67.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_4.tif,stage2,67.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_4.tif,stage3,62.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_5.tif,raw,73.0,,data\raw\DB2_B\102_5.tif,560,296,uint8
DB2_B,102_5.tif,step0,73.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_5.tif,stage1,85.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_5.tif,stage2,84.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_5.tif,stage3,78.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_6.tif,raw,66.0,,data\raw\DB2_B\102_6.tif,560,296,uint8
DB2_B,102_6.tif,step0,66.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_6.tif,stage1,64.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_6.tif,stage2,74.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_6.tif,stage3,58.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_7.tif,raw,78.0,,data\raw\DB2_B\102_7.tif,560,296,uint8
DB2_B,102_7.tif,step0,78.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_7.tif,stage1,86.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_7.tif,stage2,65.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_7.tif,stage3,66.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_8.tif,raw,57.0,,data\raw\DB2_B\102_8.tif,560,296,uint8
DB2_B,102_8.tif,step0,57.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_8.tif,stage1,56.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_8.tif,stage2,57.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,102_8.tif,stage3,76.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_1.tif,raw,56.0,,data\raw\DB2_B\103_1.tif,560,296,uint8
DB2_B,103_1.tif,step0,56.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_1.tif,stage1,61.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_1.tif,stage2,66.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_1.tif,stage3,65.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_2.tif,raw,48.0,,data\raw\DB2_B\103_2.tif,560,296,uint8
DB2_B,103_2.tif,step0,48.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_2.tif,stage1,53.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_2.tif,stage2,42.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_2.tif,stage3,48.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_3.tif,raw,56.0,,data\raw\DB2_B\103_3.tif,560,296,uint8
DB2_B,103_3.tif,step0,56.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_3.tif,stage1,54.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_3.tif,stage2,70.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_3.tif,stage3,67.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_4.tif,raw,55.0,,data\raw\DB2_B\103_4.tif,560,296,uint8
DB2_B,103_4.tif,step0,55.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_4.tif,stage1,51.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_4.tif,stage2,51.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_4.tif,stage3,56.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_5.tif,raw,40.0,,data\raw\DB2_B\103_5.tif,560,296,uint8
DB2_B,103_5.tif,step0,40.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_5.tif,stage1,38.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_5.tif,stage2,35.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_5.tif,stage3,45.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_6.tif,raw,48.0,,data\raw\DB2_B\103_6.tif,560,296,uint8
DB2_B,103_6.tif,step0,48.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_6.tif,stage1,51.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_6.tif,stage2,60.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_6.tif,stage3,60.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_7.tif,raw,49.0,,data\raw\DB2_B\103_7.tif,560,296,uint8
DB2_B,103_7.tif,step0,49.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_7.tif,stage1,53.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_7.tif,stage2,57.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_7.tif,stage3,58.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_8.tif,raw,38.0,,data\raw\DB2_B\103_8.tif,560,296,uint8
DB2_B,103_8.tif,step0,38.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_8.tif,stage1,40.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_8.tif,stage2,43.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,103_8.tif,stage3,46.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_1.tif,raw,58.0,,data\raw\DB2_B\104_1.tif,560,296,uint8
DB2_B,104_1.tif,step0,58.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_1.tif,stage1,60.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_1.tif,stage2,59.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_1.tif,stage3,72.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_2.tif,raw,64.0,,data\raw\DB2_B\104_2.tif,560,296,uint8
DB2_B,104_2.tif,step0,64.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_2.tif,stage1,56.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_2.tif,stage2,56.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_2.tif,stage3,54.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_3.tif,raw,82.0,,data\raw\DB2_B\104_3.tif,560,296,uint8
DB2_B,104_3.tif,step0,82.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_3.tif,stage1,68.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_3.tif,stage2,66.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_3.tif,stage3,66.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_4.tif,raw,65.0,,data\raw\DB2_B\104_4.tif,560,296,uint8
DB2_B,104_4.tif,step0,65.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_4.tif,stage1,50.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_4.tif,stage2,59.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_4.tif,stage3,53.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_5.tif,raw,54.0,,data\raw\DB2_B\104_5.tif,560,296,uint8
DB2_B,104_5.tif,step0,54.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_5.tif,stage1,48.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_5.tif,stage2,50.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_5.tif,stage3,58.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_6.tif,raw,61.0,,data\raw\DB2_B\104_6.tif,560,296,uint8
DB2_B,104_6.tif,step0,61.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_6.tif,stage1,57.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_6.tif,stage2,62.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_6.tif,stage3,63.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_7.tif,raw,69.0,,data\raw\DB2_B\104_7.tif,560,296,uint8
DB2_B,104_7.tif,step0,69.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_7.tif,stage1,54.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_7.tif,stage2,58.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_7.tif,stage3,51.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_8.tif,raw,17.0,,data\raw\DB2_B\104_8.tif,560,296,uint8
DB2_B,104_8.tif,step0,17.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_8.tif,stage1,18.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_8.tif,stage2,25.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,104_8.tif,stage3,38.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,105_1.tif,raw,62.0,,data\raw\DB2_B\105_1.tif,560,296,uint8
DB2_B,105_1.tif,step0,62.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,105_1.tif,stage1,57.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,105_1.tif,stage2,61.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,105_1.tif,stage3,54.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,105_2.tif,raw,63.0,,data\raw\DB2_B\105_2.tif,560,296,uint8
DB2_B,105_2.tif,step0,63.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,105_2.tif,stage1,56.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,105_2.tif,stage2,68.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,105_2.tif,stage3,68.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,105_3.tif,raw,59.0,,data\raw\DB2_B\105_3.tif,560,296,uint8
DB2_B,105_3.tif,step0,59.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,105_3.tif,stage1,52.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
DB2_B,105_3.tif,stage2,64.0,,temporary original-size grayscale uint8 TIFF,560,296,uint8
