variant,db,file,raw_nfiq2,raw_error,final_nfiq2,final_error,delta_final
v2a_minus_p1,DB1_B,108_6.tif,78.0,,75.0,,-3.0
v2a_minus_p2,DB1_B,108_6.tif,78.0,,72.0,,-6.0
v2a_minus_p6,DB1_B,108_6.tif,78.0,,64.0,,-14.0
v2b_minus_p1,DB1_B,108_6.tif,78.0,,81.0,,3.0
v2b_minus_p2,DB1_B,108_6.tif,78.0,,81.0,,3.0
v2b_minus_p6,DB1_B,108_6.tif,78.0,,90.0,,12.0
v2a_minus_p1,DB1_B,108_7.tif,68.0,,73.0,,5.0
v2a_minus_p2,DB1_B,108_7.tif,68.0,,70.0,,2.0
v2a_minus_p6,DB1_B,108_7.tif,68.0,,54.0,,-14.0
v2b_minus_p1,DB1_B,108_7.tif,68.0,,81.0,,13.0
v2b_minus_p2,DB1_B,108_7.tif,68.0,,87.0,,19.0
v2b_minus_p6,DB1_B,108_7.tif,68.0,,74.0,,6.0
v2a_minus_p1,DB1_B,108_8.tif,79.0,,70.0,,-9.0
v2a_minus_p2,DB1_B,108_8.tif,79.0,,67.0,,-12.0
v2a_minus_p6,DB1_B,108_8.tif,79.0,,54.0,,-25.0
v2b_minus_p1,DB1_B,108_8.tif,79.0,,83.0,,4.0
v2b_minus_p2,DB1_B,108_8.tif,79.0,,81.0,,2.0
v2b_minus_p6,DB1_B,108_8.tif,79.0,,86.0,,7.0
v2a_minus_p1,DB1_B,109_1.tif,42.0,,42.0,,0.0
v2a_minus_p2,DB1_B,109_1.tif,42.0,,47.0,,5.0
v2a_minus_p6,DB1_B,109_1.tif,42.0,,40.0,,-2.0
v2b_minus_p1,DB1_B,109_1.tif,42.0,,45.0,,3.0
v2b_minus_p2,DB1_B,109_1.tif,42.0,,45.0,,3.0
v2b_minus_p6,DB1_B,109_1.tif,42.0,,40.0,,-2.0
v2a_minus_p1,DB1_B,109_2.tif,67.0,,52.0,,-15.0
v2a_minus_p2,DB1_B,109_2.tif,67.0,,58.0,,-9.0
v2a_minus_p6,DB1_B,109_2.tif,67.0,,60.0,,-7.0
v2b_minus_p1,DB1_B,109_2.tif,67.0,,66.0,,-1.0
v2b_minus_p2,DB1_B,109_2.tif,67.0,,60.0,,-7.0
v2b_minus_p6,DB1_B,109_2.tif,67.0,,66.0,,-1.0
v2a_minus_p1,DB1_B,109_3.tif,37.0,,54.0,,17.0
v2a_minus_p2,DB1_B,109_3.tif,37.0,,38.0,,1.0
v2a_minus_p6,DB1_B,109_3.tif,37.0,,51.0,,14.0
v2b_minus_p1,DB1_B,109_3.tif,37.0,,43.0,,6.0
v2b_minus_p2,DB1_B,109_3.tif,37.0,,39.0,,2.0
v2b_minus_p6,DB1_B,109_3.tif,37.0,,43.0,,6.0
v2a_minus_p1,DB1_B,109_4.tif,27.0,,38.0,,11.0
v2a_minus_p2,DB1_B,109_4.tif,27.0,,37.0,,10.0
v2a_minus_p6,DB1_B,109_4.tif,27.0,,39.0,,12.0
v2b_minus_p1,DB1_B,109_4.tif,27.0,,36.0,,9.0
v2b_minus_p2,DB1_B,109_4.tif,27.0,,49.0,,22.0
v2b_minus_p6,DB1_B,109_4.tif,27.0,,40.0,,13.0
v2a_minus_p1,DB1_B,109_5.tif,57.0,,54.0,,-3.0
v2a_minus_p2,DB1_B,109_5.tif,57.0,,57.0,,0.0
v2a_minus_p6,DB1_B,109_5.tif,57.0,,43.0,,-14.0
v2b_minus_p1,DB1_B,109_5.tif,57.0,,64.0,,7.0
v2b_minus_p2,DB1_B,109_5.tif,57.0,,61.0,,4.0
v2b_minus_p6,DB1_B,109_5.tif,57.0,,58.0,,1.0
v2a_minus_p1,DB1_B,109_6.tif,15.0,,17.0,,2.0
v2a_minus_p2,DB1_B,109_6.tif,15.0,,30.0,,15.0
v2a_minus_p6,DB1_B,109_6.tif,15.0,,19.0,,4.0
v2b_minus_p1,DB1_B,109_6.tif,15.0,,15.0,,0.0
v2b_minus_p2,DB1_B,109_6.tif,15.0,,12.0,,-3.0
v2b_minus_p6,DB1_B,109_6.tif,15.0,,16.0,,1.0
v2a_minus_p1,DB1_B,109_7.tif,65.0,,68.0,,3.0
v2a_minus_p2,DB1_B,109_7.tif,65.0,,66.0,,1.0
v2a_minus_p6,DB1_B,109_7.tif,65.0,,72.0,,7.0
v2b_minus_p1,DB1_B,109_7.tif,65.0,,73.0,,8.0
v2b_minus_p2,DB1_B,109_7.tif,65.0,,73.0,,8.0
v2b_minus_p6,DB1_B,109_7.tif,65.0,,66.0,,1.0
v2a_minus_p1,DB1_B,109_8.tif,33.0,,28.0,,-5.0
v2a_minus_p2,DB1_B,109_8.tif,33.0,,35.0,,2.0
v2a_minus_p6,DB1_B,109_8.tif,33.0,,27.0,,-6.0
v2b_minus_p1,DB1_B,109_8.tif,33.0,,38.0,,5.0
v2b_minus_p2,DB1_B,109_8.tif,33.0,,34.0,,1.0
v2b_minus_p6,DB1_B,109_8.tif,33.0,,37.0,,4.0
v2a_minus_p1,DB1_B,110_1.tif,49.0,,52.0,,3.0
v2a_minus_p2,DB1_B,110_1.tif,49.0,,49.0,,0.0
v2a_minus_p6,DB1_B,110_1.tif,49.0,,49.0,,0.0
v2b_minus_p1,DB1_B,110_1.tif,49.0,,60.0,,11.0
v2b_minus_p2,DB1_B,110_1.tif,49.0,,57.0,,8.0
v2b_minus_p6,DB1_B,110_1.tif,49.0,,53.0,,4.0
v2a_minus_p1,DB1_B,110_2.tif,53.0,,61.0,,8.0
v2a_minus_p2,DB1_B,110_2.tif,53.0,,61.0,,8.0
v2a_minus_p6,DB1_B,110_2.tif,53.0,,62.0,,9.0
v2b_minus_p1,DB1_B,110_2.tif,53.0,,60.0,,7.0
v2b_minus_p2,DB1_B,110_2.tif,53.0,,68.0,,15.0
v2b_minus_p6,DB1_B,110_2.tif,53.0,,56.0,,3.0
v2a_minus_p1,DB1_B,110_3.tif,53.0,,74.0,,21.0
v2a_minus_p2,DB1_B,110_3.tif,53.0,,54.0,,1.0
v2a_minus_p6,DB1_B,110_3.tif,53.0,,55.0,,2.0
v2b_minus_p1,DB1_B,110_3.tif,53.0,,62.0,,9.0
v2b_minus_p2,DB1_B,110_3.tif,53.0,,65.0,,12.0
v2b_minus_p6,DB1_B,110_3.tif,53.0,,62.0,,9.0
v2a_minus_p1,DB1_B,110_4.tif,51.0,,67.0,,16.0
v2a_minus_p2,DB1_B,110_4.tif,51.0,,55.0,,4.0
v2a_minus_p6,DB1_B,110_4.tif,51.0,,64.0,,13.0
v2b_minus_p1,DB1_B,110_4.tif,51.0,,68.0,,17.0
v2b_minus_p2,DB1_B,110_4.tif,51.0,,64.0,,13.0
v2b_minus_p6,DB1_B,110_4.tif,51.0,,64.0,,13.0
v2a_minus_p1,DB1_B,110_5.tif,55.0,,60.0,,5.0
v2a_minus_p2,DB1_B,110_5.tif,55.0,,50.0,,-5.0
v2a_minus_p6,DB1_B,110_5.tif,55.0,,52.0,,-3.0
v2b_minus_p1,DB1_B,110_5.tif,55.0,,61.0,,6.0
v2b_minus_p2,DB1_B,110_5.tif,55.0,,58.0,,3.0
v2b_minus_p6,DB1_B,110_5.tif,55.0,,55.0,,0.0
v2a_minus_p1,DB1_B,110_6.tif,54.0,,42.0,,-12.0
v2a_minus_p2,DB1_B,110_6.tif,54.0,,62.0,,8.0
v2a_minus_p6,DB1_B,110_6.tif,54.0,,60.0,,6.0
v2b_minus_p1,DB1_B,110_6.tif,54.0,,61.0,,7.0
v2b_minus_p2,DB1_B,110_6.tif,54.0,,61.0,,7.0
v2b_minus_p6,DB1_B,110_6.tif,54.0,,54.0,,0.0
v2a_minus_p1,DB1_B,110_7.tif,81.0,,60.0,,-21.0
v2a_minus_p2,DB1_B,110_7.tif,81.0,,73.0,,-8.0
v2a_minus_p6,DB1_B,110_7.tif,81.0,,60.0,,-21.0
v2b_minus_p1,DB1_B,110_7.tif,81.0,,88.0,,7.0
v2b_minus_p2,DB1_B,110_7.tif,81.0,,73.0,,-8.0
v2b_minus_p6,DB1_B,110_7.tif,81.0,,92.0,,11.0
v2a_minus_p1,DB1_B,110_8.tif,61.0,,63.0,,2.0
v2a_minus_p2,DB1_B,110_8.tif,61.0,,58.0,,-3.0
v2a_minus_p6,DB1_B,110_8.tif,61.0,,63.0,,2.0
v2b_minus_p1,DB1_B,110_8.tif,61.0,,69.0,,8.0
v2b_minus_p2,DB1_B,110_8.tif,61.0,,69.0,,8.0
v2b_minus_p6,DB1_B,110_8.tif,61.0,,57.0,,-4.0
v2a_minus_p1,DB2_B,101_1.tif,71.0,,72.0,,1.0
v2a_minus_p2,DB2_B,101_1.tif,71.0,,77.0,,6.0
v2a_minus_p6,DB2_B,101_1.tif,71.0,,79.0,,8.0
v2b_minus_p1,DB2_B,101_1.tif,71.0,,75.0,,4.0
v2b_minus_p2,DB2_B,101_1.tif,71.0,,75.0,,4.0
v2b_minus_p6,DB2_B,101_1.tif,71.0,,80.0,,9.0
v2a_minus_p1,DB2_B,101_2.tif,70.0,,61.0,,-9.0
v2a_minus_p2,DB2_B,101_2.tif,70.0,,76.0,,6.0
v2a_minus_p6,DB2_B,101_2.tif,70.0,,75.0,,5.0
v2b_minus_p1,DB2_B,101_2.tif,70.0,,68.0,,-2.0
v2b_minus_p2,DB2_B,101_2.tif,70.0,,65.0,,-5.0
v2b_minus_p6,DB2_B,101_2.tif,70.0,,75.0,,5.0
v2a_minus_p1,DB2_B,101_3.tif,59.0,,66.0,,7.0
v2a_minus_p2,DB2_B,101_3.tif,59.0,,70.0,,11.0
v2a_minus_p6,DB2_B,101_3.tif,59.0,,67.0,,8.0
v2b_minus_p1,DB2_B,101_3.tif,59.0,,73.0,,14.0
v2b_minus_p2,DB2_B,101_3.tif,59.0,,69.0,,10.0
v2b_minus_p6,DB2_B,101_3.tif,59.0,,78.0,,19.0
v2a_minus_p1,DB2_B,101_4.tif,68.0,,53.0,,-15.0
v2a_minus_p2,DB2_B,101_4.tif,68.0,,63.0,,-5.0
v2a_minus_p6,DB2_B,101_4.tif,68.0,,68.0,,0.0
v2b_minus_p1,DB2_B,101_4.tif,68.0,,61.0,,-7.0
v2b_minus_p2,DB2_B,101_4.tif,68.0,,56.0,,-12.0
v2b_minus_p6,DB2_B,101_4.tif,68.0,,72.0,,4.0
v2a_minus_p1,DB2_B,101_5.tif,75.0,,65.0,,-10.0
v2a_minus_p2,DB2_B,101_5.tif,75.0,,75.0,,0.0
v2a_minus_p6,DB2_B,101_5.tif,75.0,,67.0,,-8.0
v2b_minus_p1,DB2_B,101_5.tif,75.0,,71.0,,-4.0
v2b_minus_p2,DB2_B,101_5.tif,75.0,,65.0,,-10.0
v2b_minus_p6,DB2_B,101_5.tif,75.0,,74.0,,-1.0
v2a_minus_p1,DB2_B,101_6.tif,63.0,,48.0,,-15.0
v2a_minus_p2,DB2_B,101_6.tif,63.0,,59.0,,-4.0
v2a_minus_p6,DB2_B,101_6.tif,63.0,,58.0,,-5.0
v2b_minus_p1,DB2_B,101_6.tif,63.0,,45.0,,-18.0
v2b_minus_p2,DB2_B,101_6.tif,63.0,,60.0,,-3.0
v2b_minus_p6,DB2_B,101_6.tif,63.0,,66.0,,3.0
v2a_minus_p1,DB2_B,101_7.tif,21.0,,38.0,,17.0
v2a_minus_p2,DB2_B,101_7.tif,21.0,,58.0,,37.0
v2a_minus_p6,DB2_B,101_7.tif,21.0,,49.0,,28.0
v2b_minus_p1,DB2_B,101_7.tif,21.0,,53.0,,32.0
v2b_minus_p2,DB2_B,101_7.tif,21.0,,53.0,,32.0
v2b_minus_p6,DB2_B,101_7.tif,21.0,,40.0,,19.0
v2a_minus_p1,DB2_B,101_8.tif,21.0,,54.0,,33.0
v2a_minus_p2,DB2_B,101_8.tif,21.0,,59.0,,38.0
v2a_minus_p6,DB2_B,101_8.tif,21.0,,60.0,,39.0
v2b_minus_p1,DB2_B,101_8.tif,21.0,,46.0,,25.0
v2b_minus_p2,DB2_B,101_8.tif,21.0,,60.0,,39.0
v2b_minus_p6,DB2_B,101_8.tif,21.0,,42.0,,21.0
v2a_minus_p1,DB2_B,102_1.tif,68.0,,68.0,,0.0
v2a_minus_p2,DB2_B,102_1.tif,68.0,,79.0,,11.0
v2a_minus_p6,DB2_B,102_1.tif,68.0,,66.0,,-2.0
v2b_minus_p1,DB2_B,102_1.tif,68.0,,73.0,,5.0
v2b_minus_p2,DB2_B,102_1.tif,68.0,,75.0,,7.0
v2b_minus_p6,DB2_B,102_1.tif,68.0,,73.0,,5.0
v2a_minus_p1,DB2_B,102_2.tif,63.0,,51.0,,-12.0
v2a_minus_p2,DB2_B,102_2.tif,63.0,,57.0,,-6.0
v2a_minus_p6,DB2_B,102_2.tif,63.0,,59.0,,-4.0
v2b_minus_p1,DB2_B,102_2.tif,63.0,,65.0,,2.0
v2b_minus_p2,DB2_B,102_2.tif,63.0,,55.0,,-8.0
v2b_minus_p6,DB2_B,102_2.tif,63.0,,63.0,,0.0
v2a_minus_p1,DB2_B,102_3.tif,63.0,,69.0,,6.0
v2a_minus_p2,DB2_B,102_3.tif,63.0,,78.0,,15.0
v2a_minus_p6,DB2_B,102_3.tif,63.0,,83.0,,20.0
v2b_minus_p1,DB2_B,102_3.tif,63.0,,71.0,,8.0
v2b_minus_p2,DB2_B,102_3.tif,63.0,,75.0,,12.0
v2b_minus_p6,DB2_B,102_3.tif,63.0,,67.0,,4.0
v2a_minus_p1,DB2_B,102_4.tif,60.0,,56.0,,-4.0
v2a_minus_p2,DB2_B,102_4.tif,60.0,,70.0,,10.0
v2a_minus_p6,DB2_B,102_4.tif,60.0,,61.0,,1.0
v2b_minus_p1,DB2_B,102_4.tif,60.0,,70.0,,10.0
v2b_minus_p2,DB2_B,102_4.tif,60.0,,63.0,,3.0
v2b_minus_p6,DB2_B,102_4.tif,60.0,,73.0,,13.0
v2a_minus_p1,DB2_B,102_5.tif,73.0,,61.0,,-12.0
v2a_minus_p2,DB2_B,102_5.tif,73.0,,78.0,,5.0
v2a_minus_p6,DB2_B,102_5.tif,73.0,,67.0,,-6.0
v2b_minus_p1,DB2_B,102_5.tif,73.0,,68.0,,-5.0
v2b_minus_p2,DB2_B,102_5.tif,73.0,,65.0,,-8.0
v2b_minus_p6,DB2_B,102_5.tif,73.0,,68.0,,-5.0
v2a_minus_p1,DB2_B,102_6.tif,66.0,,59.0,,-7.0
v2a_minus_p2,DB2_B,102_6.tif,66.0,,68.0,,2.0
v2a_minus_p6,DB2_B,102_6.tif,66.0,,70.0,,4.0
v2b_minus_p1,DB2_B,102_6.tif,66.0,,71.0,,5.0
v2b_minus_p2,DB2_B,102_6.tif,66.0,,70.0,,4.0
v2b_minus_p6,DB2_B,102_6.tif,66.0,,67.0,,1.0
v2a_minus_p1,DB2_B,102_7.tif,78.0,,64.0,,-14.0
v2a_minus_p2,DB2_B,102_7.tif,78.0,,72.0,,-6.0
v2a_minus_p6,DB2_B,102_7.tif,78.0,,64.0,,-14.0
v2b_minus_p1,DB2_B,102_7.tif,78.0,,70.0,,-8.0
v2b_minus_p2,DB2_B,102_7.tif,78.0,,69.0,,-9.0
v2b_minus_p6,DB2_B,102_7.tif,78.0,,68.0,,-10.0
v2a_minus_p1,DB2_B,102_8.tif,57.0,,66.0,,9.0
v2a_minus_p2,DB2_B,102_8.tif,57.0,,78.0,,21.0
v2a_minus_p6,DB2_B,102_8.tif,57.0,,75.0,,18.0
v2b_minus_p1,DB2_B,102_8.tif,57.0,,53.0,,-4.0
v2b_minus_p2,DB2_B,102_8.tif,57.0,,70.0,,13.0
v2b_minus_p6,DB2_B,102_8.tif,57.0,,57.0,,0.0
v2a_minus_p1,DB2_B,103_1.tif,56.0,,56.0,,0.0
v2a_minus_p2,DB2_B,103_1.tif,56.0,,72.0,,16.0
v2a_minus_p6,DB2_B,103_1.tif,56.0,,61.0,,5.0
v2b_minus_p1,DB2_B,103_1.tif,56.0,,70.0,,14.0
v2b_minus_p2,DB2_B,103_1.tif,56.0,,67.0,,11.0
v2b_minus_p6,DB2_B,103_1.tif,56.0,,67.0,,11.0
v2a_minus_p1,DB2_B,103_2.tif,48.0,,51.0,,3.0
v2a_minus_p2,DB2_B,103_2.tif,48.0,,67.0,,19.0
v2a_minus_p6,DB2_B,103_2.tif,48.0,,72.0,,24.0
v2b_minus_p1,DB2_B,103_2.tif,48.0,,52.0,,4.0
v2b_minus_p2,DB2_B,103_2.tif,48.0,,72.0,,24.0
v2b_minus_p6,DB2_B,103_2.tif,48.0,,57.0,,9.0
v2a_minus_p1,DB2_B,103_3.tif,56.0,,43.0,,-13.0
v2a_minus_p2,DB2_B,103_3.tif,56.0,,41.0,,-15.0
v2a_minus_p6,DB2_B,103_3.tif,56.0,,46.0,,-10.0
v2b_minus_p1,DB2_B,103_3.tif,56.0,,63.0,,7.0
v2b_minus_p2,DB2_B,103_3.tif,56.0,,39.0,,-17.0
v2b_minus_p6,DB2_B,103_3.tif,56.0,,64.0,,8.0
v2a_minus_p1,DB2_B,103_4.tif,55.0,,60.0,,5.0
v2a_minus_p2,DB2_B,103_4.tif,55.0,,57.0,,2.0
v2a_minus_p6,DB2_B,103_4.tif,55.0,,59.0,,4.0
v2b_minus_p1,DB2_B,103_4.tif,55.0,,64.0,,9.0
v2b_minus_p2,DB2_B,103_4.tif,55.0,,58.0,,3.0
v2b_minus_p6,DB2_B,103_4.tif,55.0,,61.0,,6.0
v2a_minus_p1,DB2_B,103_5.tif,40.0,,45.0,,5.0
v2a_minus_p2,DB2_B,103_5.tif,40.0,,53.0,,13.0
v2a_minus_p6,DB2_B,103_5.tif,40.0,,56.0,,16.0
v2b_minus_p1,DB2_B,103_5.tif,40.0,,49.0,,9.0
v2b_minus_p2,DB2_B,103_5.tif,40.0,,52.0,,12.0
v2b_minus_p6,DB2_B,103_5.tif,40.0,,46.0,,6.0
v2a_minus_p1,DB2_B,103_6.tif,48.0,,46.0,,-2.0
v2a_minus_p2,DB2_B,103_6.tif,48.0,,64.0,,16.0
v2a_minus_p6,DB2_B,103_6.tif,48.0,,50.0,,2.0
v2b_minus_p1,DB2_B,103_6.tif,48.0,,58.0,,10.0
v2b_minus_p2,DB2_B,103_6.tif,48.0,,50.0,,2.0
v2b_minus_p6,DB2_B,103_6.tif,48.0,,60.0,,12.0
v2a_minus_p1,DB2_B,103_7.tif,49.0,,41.0,,-8.0
v2a_minus_p2,DB2_B,103_7.tif,49.0,,58.0,,9.0
v2a_minus_p6,DB2_B,103_7.tif,49.0,,58.0,,9.0
v2b_minus_p1,DB2_B,103_7.tif,49.0,,52.0,,3.0
v2b_minus_p2,DB2_B,103_7.tif,49.0,,50.0,,1.0
v2b_minus_p6,DB2_B,103_7.tif,49.0,,58.0,,9.0
v2a_minus_p1,DB2_B,103_8.tif,38.0,,55.0,,17.0
v2a_minus_p2,DB2_B,103_8.tif,38.0,,62.0,,24.0
v2a_minus_p6,DB2_B,103_8.tif,38.0,,57.0,,19.0
v2b_minus_p1,DB2_B,103_8.tif,38.0,,52.0,,14.0
v2b_minus_p2,DB2_B,103_8.tif,38.0,,59.0,,21.0
v2b_minus_p6,DB2_B,103_8.tif,38.0,,51.0,,13.0
v2a_minus_p1,DB2_B,104_1.tif,58.0,,46.0,,-12.0
v2a_minus_p2,DB2_B,104_1.tif,58.0,,67.0,,9.0
v2a_minus_p6,DB2_B,104_1.tif,58.0,,63.0,,5.0
v2b_minus_p1,DB2_B,104_1.tif,58.0,,62.0,,4.0
v2b_minus_p2,DB2_B,104_1.tif,58.0,,64.0,,6.0
v2b_minus_p6,DB2_B,104_1.tif,58.0,,60.0,,2.0
v2a_minus_p1,DB2_B,104_2.tif,64.0,,55.0,,-9.0
v2a_minus_p2,DB2_B,104_2.tif,64.0,,62.0,,-2.0
v2a_minus_p6,DB2_B,104_2.tif,64.0,,60.0,,-4.0
v2b_minus_p1,DB2_B,104_2.tif,64.0,,56.0,,-8.0
v2b_minus_p2,DB2_B,104_2.tif,64.0,,62.0,,-2.0
v2b_minus_p6,DB2_B,104_2.tif,64.0,,75.0,,11.0
v2a_minus_p1,DB2_B,104_3.tif,82.0,,59.0,,-23.0
v2a_minus_p2,DB2_B,104_3.tif,82.0,,65.0,,-17.0
v2a_minus_p6,DB2_B,104_3.tif,82.0,,70.0,,-12.0
v2b_minus_p1,DB2_B,104_3.tif,82.0,,62.0,,-20.0
v2b_minus_p2,DB2_B,104_3.tif,82.0,,65.0,,-17.0
v2b_minus_p6,DB2_B,104_3.tif,82.0,,72.0,,-10.0
v2a_minus_p1,DB2_B,104_4.tif,65.0,,60.0,,-5.0
v2a_minus_p2,DB2_B,104_4.tif,65.0,,67.0,,2.0
v2a_minus_p6,DB2_B,104_4.tif,65.0,,62.0,,-3.0
v2b_minus_p1,DB2_B,104_4.tif,65.0,,62.0,,-3.0
v2b_minus_p2,DB2_B,104_4.tif,65.0,,62.0,,-3.0
v2b_minus_p6,DB2_B,104_4.tif,65.0,,65.0,,0.0
v2a_minus_p1,DB2_B,104_5.tif,54.0,,46.0,,-8.0
v2a_minus_p2,DB2_B,104_5.tif,54.0,,65.0,,11.0
v2a_minus_p6,DB2_B,104_5.tif,54.0,,53.0,,-1.0
v2b_minus_p1,DB2_B,104_5.tif,54.0,,52.0,,-2.0
v2b_minus_p2,DB2_B,104_5.tif,54.0,,60.0,,6.0
v2b_minus_p6,DB2_B,104_5.tif,54.0,,64.0,,10.0
v2a_minus_p1,DB2_B,104_6.tif,61.0,,63.0,,2.0
v2a_minus_p2,DB2_B,104_6.tif,61.0,,68.0,,7.0
v2a_minus_p6,DB2_B,104_6.tif,61.0,,69.0,,8.0
v2b_minus_p1,DB2_B,104_6.tif,61.0,,67.0,,6.0
v2b_minus_p2,DB2_B,104_6.tif,61.0,,65.0,,4.0
v2b_minus_p6,DB2_B,104_6.tif,61.0,,59.0,,-2.0
v2a_minus_p1,DB2_B,104_7.tif,69.0,,48.0,,-21.0
v2a_minus_p2,DB2_B,104_7.tif,69.0,,56.0,,-13.0
v2a_minus_p6,DB2_B,104_7.tif,69.0,,48.0,,-21.0
v2b_minus_p1,DB2_B,104_7.tif,69.0,,60.0,,-9.0
v2b_minus_p2,DB2_B,104_7.tif,69.0,,51.0,,-18.0
v2b_minus_p6,DB2_B,104_7.tif,69.0,,55.0,,-14.0
v2a_minus_p1,DB2_B,104_8.tif,17.0,,29.0,,12.0
v2a_minus_p2,DB2_B,104_8.tif,17.0,,42.0,,25.0
v2a_minus_p6,DB2_B,104_8.tif,17.0,,46.0,,29.0
v2b_minus_p1,DB2_B,104_8.tif,17.0,,24.0,,7.0
v2b_minus_p2,DB2_B,104_8.tif,17.0,,23.0,,6.0
v2b_minus_p6,DB2_B,104_8.tif,17.0,,19.0,,2.0
v2a_minus_p1,DB2_B,105_1.tif,62.0,,56.0,,-6.0
v2a_minus_p2,DB2_B,105_1.tif,62.0,,73.0,,11.0
v2a_minus_p6,DB2_B,105_1.tif,62.0,,80.0,,18.0
v2b_minus_p1,DB2_B,105_1.tif,62.0,,60.0,,-2.0
v2b_minus_p2,DB2_B,105_1.tif,62.0,,54.0,,-8.0
v2b_minus_p6,DB2_B,105_1.tif,62.0,,59.0,,-3.0
v2a_minus_p1,DB2_B,105_2.tif,63.0,,55.0,,-8.0
v2a_minus_p2,DB2_B,105_2.tif,63.0,,62.0,,-1.0
v2a_minus_p6,DB2_B,105_2.tif,63.0,,60.0,,-3.0
v2b_minus_p1,DB2_B,105_2.tif,63.0,,61.0,,-2.0
v2b_minus_p2,DB2_B,105_2.tif,63.0,,65.0,,2.0
v2b_minus_p6,DB2_B,105_2.tif,63.0,,45.0,,-18.0
v2a_minus_p1,DB2_B,105_3.tif,59.0,,58.0,,-1.0
v2a_minus_p2,DB2_B,105_3.tif,59.0,,64.0,,5.0
v2a_minus_p6,DB2_B,105_3.tif,59.0,,68.0,,9.0
v2b_minus_p1,DB2_B,105_3.tif,59.0,,72.0,,13.0
v2b_minus_p2,DB2_B,105_3.tif,59.0,,58.0,,-1.0
v2b_minus_p6,DB2_B,105_3.tif,59.0,,59.0,,0.0
v2a_minus_p1,DB2_B,105_4.tif,56.0,,51.0,,-5.0
v2a_minus_p2,DB2_B,105_4.tif,56.0,,55.0,,-1.0
v2a_minus_p6,DB2_B,105_4.tif,56.0,,60.0,,4.0
v2b_minus_p1,DB2_B,105_4.tif,56.0,,60.0,,4.0
v2b_minus_p2,DB2_B,105_4.tif,56.0,,61.0,,5.0
v2b_minus_p6,DB2_B,105_4.tif,56.0,,77.0,,21.0
v2a_minus_p1,DB2_B,105_5.tif,31.0,,39.0,,8.0
v2a_minus_p2,DB2_B,105_5.tif,31.0,,27.0,,-4.0
v2a_minus_p6,DB2_B,105_5.tif,31.0,,37.0,,6.0
v2b_minus_p1,DB2_B,105_5.tif,31.0,,27.0,,-4.0
v2b_minus_p2,DB2_B,105_5.tif,31.0,,33.0,,2.0
v2b_minus_p6,DB2_B,105_5.tif,31.0,,29.0,,-2.0
v2a_minus_p1,DB2_B,105_6.tif,52.0,,55.0,,3.0
v2a_minus_p2,DB2_B,105_6.tif,52.0,,61.0,,9.0
v2a_minus_p6,DB2_B,105_6.tif,52.0,,70.0,,18.0
v2b_minus_p1,DB2_B,105_6.tif,52.0,,60.0,,8.0
v2b_minus_p2,DB2_B,105_6.tif,52.0,,57.0,,5.0
v2b_minus_p6,DB2_B,105_6.tif,52.0,,51.0,,-1.0
v2a_minus_p1,DB2_B,105_7.tif,32.0,,59.0,,27.0
v2a_minus_p2,DB2_B,105_7.tif,32.0,,53.0,,21.0
v2a_minus_p6,DB2_B,105_7.tif,32.0,,61.0,,29.0
v2b_minus_p1,DB2_B,105_7.tif,32.0,,53.0,,21.0
v2b_minus_p2,DB2_B,105_7.tif,32.0,,52.0,,20.0
v2b_minus_p6,DB2_B,105_7.tif,32.0,,57.0,,25.0
v2a_minus_p1,DB2_B,105_8.tif,38.0,,56.0,,18.0
v2a_minus_p2,DB2_B,105_8.tif,38.0,,58.0,,20.0
v2a_minus_p6,DB2_B,105_8.tif,38.0,,59.0,,21.0
v2b_minus_p1,DB2_B,105_8.tif,38.0,,54.0,,16.0
v2b_minus_p2,DB2_B,105_8.tif,38.0,,60.0,,22.0
v2b_minus_p6,DB2_B,105_8.tif,38.0,,55.0,,17.0
v2a_minus_p1,DB2_B,106_1.tif,44.0,,49.0,,5.0
v2a_minus_p2,DB2_B,106_1.tif,44.0,,72.0,,28.0
v2a_minus_p6,DB2_B,106_1.tif,44.0,,69.0,,25.0
v2b_minus_p1,DB2_B,106_1.tif,44.0,,59.0,,15.0
v2b_minus_p2,DB2_B,106_1.tif,44.0,,77.0,,33.0
v2b_minus_p6,DB2_B,106_1.tif,44.0,,65.0,,21.0
v2a_minus_p1,DB2_B,106_2.tif,68.0,,60.0,,-8.0
v2a_minus_p2,DB2_B,106_2.tif,68.0,,65.0,,-3.0
v2a_minus_p6,DB2_B,106_2.tif,68.0,,79.0,,11.0
v2b_minus_p1,DB2_B,106_2.tif,68.0,,70.0,,2.0
v2b_minus_p2,DB2_B,106_2.tif,68.0,,71.0,,3.0
v2b_minus_p6,DB2_B,106_2.tif,68.0,,69.0,,1.0
v2a_minus_p1,DB2_B,106_3.tif,66.0,,61.0,,-5.0
v2a_minus_p2,DB2_B,106_3.tif,66.0,,67.0,,1.0
v2a_minus_p6,DB2_B,106_3.tif,66.0,,68.0,,2.0
v2b_minus_p1,DB2_B,106_3.tif,66.0,,68.0,,2.0
v2b_minus_p2,DB2_B,106_3.tif,66.0,,74.0,,8.0
v2b_minus_p6,DB2_B,106_3.tif,66.0,,68.0,,2.0
v2a_minus_p1,DB2_B,106_4.tif,52.0,,56.0,,4.0
v2a_minus_p2,DB2_B,106_4.tif,52.0,,63.0,,11.0
