database,filename,relative_path,raw_nfiq2,stage1_p1_nfiq2,stage2_p1_p2_nfiq2,stage3_p1_p2_p6_nfiq2,delta_p1,delta_p2,delta_p6,delta_final,processing_status,error,raw_error,stage1_error,stage2_error,stage3_error,stage3_equals_enhance,shape,dtype,processing_seconds,scoring_seconds,total_seconds
DB2_B,106_1.tif,data/raw/DB2_B/106_1.tif,44.0,65.0,65.0,69.0,21.0,0.0,4.0,25.0,success,,,,,,True,560x296,uint8,0.06198779999976978,1.6531020999973407,1.7156946000031894
DB2_B,106_2.tif,data/raw/DB2_B/106_2.tif,68.0,69.0,69.0,73.0,1.0,0.0,4.0,5.0,success,,,,,,True,560x296,uint8,0.0649180999971577,1.6534284000008483,1.7189856999975746
DB2_B,106_3.tif,data/raw/DB2_B/106_3.tif,66.0,68.0,68.0,67.0,2.0,0.0,-1.0,1.0,success,,,,,,True,560x296,uint8,0.06182519999856595,1.6443197000044165,1.7068119999967166
DB2_B,106_4.tif,data/raw/DB2_B/106_4.tif,52.0,60.0,60.0,58.0,8.0,0.0,-2.0,6.0,success,,,,,,True,560x296,uint8,0.06155420000141021,1.6583152999955928,1.7204272000017227
DB2_B,106_5.tif,data/raw/DB2_B/106_5.tif,55.0,52.0,52.0,55.0,-3.0,0.0,3.0,0.0,success,,,,,,True,560x296,uint8,0.06149400000140304,1.6563356000042404,1.7183731999975862
DB2_B,106_6.tif,data/raw/DB2_B/106_6.tif,43.0,55.0,55.0,56.0,12.0,0.0,1.0,13.0,success,,,,,,True,560x296,uint8,0.062300500001583714,1.6769843000001856,1.7398997000054806
DB2_B,106_7.tif,data/raw/DB2_B/106_7.tif,59.0,47.0,47.0,49.0,-12.0,0.0,2.0,-10.0,success,,,,,,True,560x296,uint8,0.06431419999717036,1.6419066000016755,1.706887899999856
DB2_B,106_8.tif,data/raw/DB2_B/106_8.tif,50.0,65.0,65.0,69.0,15.0,0.0,4.0,19.0,success,,,,,,True,560x296,uint8,0.0611709000004339,1.6607210000001942,1.722453599999426
DB2_B,107_1.tif,data/raw/DB2_B/107_1.tif,36.0,52.0,52.0,50.0,16.0,0.0,-2.0,14.0,success,,,,,,True,560x296,uint8,0.06022330000268994,1.6556110999954399,1.7163799999980256
DB2_B,107_2.tif,data/raw/DB2_B/107_2.tif,64.0,74.0,74.0,69.0,10.0,0.0,-5.0,5.0,success,,,,,,True,560x296,uint8,0.06280569999944419,1.6476810000021942,1.7110300999993342
DB2_B,107_3.tif,data/raw/DB2_B/107_3.tif,74.0,72.0,72.0,75.0,-2.0,0.0,3.0,1.0,success,,,,,,True,560x296,uint8,0.0612325999973109,1.6475466999982018,1.7094174000012572
DB2_B,107_4.tif,data/raw/DB2_B/107_4.tif,64.0,76.0,76.0,73.0,12.0,0.0,-3.0,9.0,success,,,,,,True,560x296,uint8,0.06276480000087759,1.6463069999954314,1.7096898000017973
DB2_B,107_5.tif,data/raw/DB2_B/107_5.tif,34.0,54.0,54.0,51.0,20.0,0.0,-3.0,17.0,success,,,,,,True,560x296,uint8,0.0614690000002156,1.648453800000425,1.710630499997933
DB2_B,107_6.tif,data/raw/DB2_B/107_6.tif,33.0,44.0,44.0,49.0,11.0,0.0,5.0,16.0,success,,,,,,True,560x296,uint8,0.06194260000484064,1.654535700006818,1.7170904999948107
DB2_B,107_7.tif,data/raw/DB2_B/107_7.tif,53.0,72.0,72.0,67.0,19.0,0.0,-5.0,14.0,success,,,,,,True,560x296,uint8,0.06218570000055479,1.6417767999955686,1.7045237999991514
DB2_B,107_8.tif,data/raw/DB2_B/107_8.tif,66.0,65.0,65.0,63.0,-1.0,0.0,-2.0,-3.0,success,,,,,,True,560x296,uint8,0.06208219999825815,1.6785946999953012,1.7414224999956787
DB2_B,108_1.tif,data/raw/DB2_B/108_1.tif,61.0,71.0,71.0,71.0,10.0,0.0,0.0,10.0,success,,,,,,True,560x296,uint8,0.0665517000015825,1.6550740000020596,1.722237000001769
DB2_B,108_2.tif,data/raw/DB2_B/108_2.tif,58.0,74.0,74.0,76.0,16.0,0.0,2.0,18.0,success,,,,,,True,560x296,uint8,0.06165119999786839,1.651594999995723,1.7138211999990745
DB2_B,108_3.tif,data/raw/DB2_B/108_3.tif,46.0,53.0,53.0,51.0,7.0,0.0,-2.0,5.0,success,,,,,,True,560x296,uint8,0.06158399999549147,1.664836000003561,1.727068500003952
DB2_B,108_4.tif,data/raw/DB2_B/108_4.tif,55.0,63.0,63.0,59.0,8.0,0.0,-4.0,4.0,success,,,,,,True,560x296,uint8,0.061069199997291435,1.6467907999976887,1.7084904000003007
DB2_B,108_5.tif,data/raw/DB2_B/108_5.tif,52.0,56.0,56.0,58.0,4.0,0.0,2.0,6.0,success,,,,,,True,560x296,uint8,0.06195830000069691,1.6556087999997544,1.7181719000000157
DB2_B,108_6.tif,data/raw/DB2_B/108_6.tif,58.0,67.0,67.0,54.0,9.0,0.0,-13.0,-4.0,success,,,,,,True,560x296,uint8,0.06930219999776455,1.6508609000011347,1.7208089000050677
DB2_B,108_7.tif,data/raw/DB2_B/108_7.tif,68.0,67.0,67.0,62.0,-1.0,0.0,-5.0,-6.0,success,,,,,,True,560x296,uint8,0.061980900005437434,1.6600279999984195,1.7226251000029151
DB2_B,108_8.tif,data/raw/DB2_B/108_8.tif,35.0,48.0,48.0,50.0,13.0,0.0,2.0,15.0,success,,,,,,True,560x296,uint8,0.06335849999595666,1.6712004000000888,1.7351337000000058
DB2_B,109_1.tif,data/raw/DB2_B/109_1.tif,32.0,51.0,51.0,49.0,19.0,0.0,-2.0,17.0,success,,,,,,True,560x296,uint8,0.06169249999948079,1.6577900999982376,1.7201255000036326
DB2_B,109_2.tif,data/raw/DB2_B/109_2.tif,47.0,62.0,62.0,66.0,15.0,0.0,4.0,19.0,success,,,,,,True,560x296,uint8,0.06446190000133356,1.6405464999988908,1.705632199998945
DB2_B,109_3.tif,data/raw/DB2_B/109_3.tif,48.0,51.0,53.0,51.0,3.0,2.0,-2.0,3.0,success,,,,,,True,560x296,uint8,0.06511409999802709,1.6446786000014981,1.7104337999990094
DB2_B,109_4.tif,data/raw/DB2_B/109_4.tif,41.0,51.0,51.0,54.0,10.0,0.0,3.0,13.0,success,,,,,,True,560x296,uint8,0.06337789999815868,1.6303847000017413,1.6943912999995518
DB2_B,109_5.tif,data/raw/DB2_B/109_5.tif,52.0,41.0,41.0,44.0,-11.0,0.0,3.0,-8.0,success,,,,,,True,560x296,uint8,0.05969399999594316,1.620342400005029,1.6806655000036699
DB2_B,109_6.tif,data/raw/DB2_B/109_6.tif,17.0,32.0,32.0,29.0,15.0,0.0,-3.0,12.0,success,,,,,,True,560x296,uint8,0.061699800004134886,1.6324562000008882,1.6947733999986667
DB2_B,109_7.tif,data/raw/DB2_B/109_7.tif,21.0,45.0,45.0,51.0,24.0,0.0,6.0,30.0,success,,,,,,True,560x296,uint8,0.06497130000207108,1.637236100003065,1.7028245999972569
DB2_B,109_8.tif,data/raw/DB2_B/109_8.tif,9.0,7.0,7.0,9.0,-2.0,0.0,2.0,0.0,success,,,,,,True,560x296,uint8,0.06486589999985881,1.6703559999950812,1.7358486000011908
DB2_B,110_1.tif,data/raw/DB2_B/110_1.tif,47.0,59.0,59.0,59.0,12.0,0.0,0.0,12.0,success,,,,,,True,560x296,uint8,0.06230910000158474,1.6639804000005824,1.7268511000002036
DB2_B,110_2.tif,data/raw/DB2_B/110_2.tif,43.0,51.0,50.0,59.0,8.0,-1.0,9.0,16.0,success,,,,,,True,560x296,uint8,0.06083680000301683,1.6557022000051802,1.717123000002175
DB2_B,110_3.tif,data/raw/DB2_B/110_3.tif,33.0,51.0,51.0,54.0,18.0,0.0,3.0,21.0,success,,,,,,True,560x296,uint8,0.06517879999591969,1.645400499997777,1.7111522999985027
DB2_B,110_4.tif,data/raw/DB2_B/110_4.tif,30.0,31.0,34.0,42.0,1.0,3.0,8.0,12.0,success,,,,,,True,560x296,uint8,0.060696699998516124,1.647606899998209,1.7089064000028884
DB2_B,110_5.tif,data/raw/DB2_B/110_5.tif,33.0,33.0,33.0,38.0,0.0,0.0,5.0,5.0,success,,,,,,True,560x296,uint8,0.06492710000020452,1.6611955000043963,1.726776899995457
DB2_B,110_6.tif,data/raw/DB2_B/110_6.tif,24.0,19.0,20.0,27.0,-5.0,1.0,7.0,3.0,success,,,,,,True,560x296,uint8,0.06286759999784408,1.6500722999990103,1.7135004000010667
DB2_B,110_7.tif,data/raw/DB2_B/110_7.tif,26.0,34.0,32.0,37.0,8.0,-2.0,5.0,11.0,success,,,,,,True,560x296,uint8,0.06151979999413015,1.6474755999952322,1.709605999996711
DB2_B,110_8.tif,data/raw/DB2_B/110_8.tif,10.0,13.0,12.0,21.0,3.0,-1.0,9.0,11.0,success,,,,,,True,560x296,uint8,0.0615923000004841,1.6554942000002484,1.7176418999952148
DB3_B,101_1.tif,data/raw/DB3_B/101_1.tif,40.0,40.0,39.0,45.0,0.0,-1.0,6.0,5.0,success,,,,,,True,300x300,uint8,0.029225000005681068,1.5668647999991663,1.5965761999977985
DB3_B,101_2.tif,data/raw/DB3_B/101_2.tif,32.0,48.0,42.0,54.0,16.0,-6.0,12.0,22.0,success,,,,,,True,300x300,uint8,0.029901400004746392,1.5856953999973484,1.6160049000027357
DB3_B,101_3.tif,data/raw/DB3_B/101_3.tif,38.0,41.0,34.0,43.0,3.0,-7.0,9.0,5.0,success,,,,,,True,300x300,uint8,0.026985000004060566,1.588666400006332,1.61605719999352
DB3_B,101_4.tif,data/raw/DB3_B/101_4.tif,17.0,33.0,38.0,32.0,16.0,5.0,-6.0,15.0,success,,,,,,True,300x300,uint8,0.03183079999871552,1.5762023999996018,1.6085135000030277
DB3_B,101_5.tif,data/raw/DB3_B/101_5.tif,42.0,42.0,42.0,51.0,0.0,0.0,9.0,9.0,success,,,,,,True,300x300,uint8,0.025894899998093024,1.5653467000011005,1.5916675999978906
DB3_B,101_6.tif,data/raw/DB3_B/101_6.tif,38.0,35.0,37.0,40.0,-3.0,2.0,3.0,2.0,success,,,,,,True,300x300,uint8,0.027136099997733254,1.5605749000023934,1.5881226999990758
DB3_B,101_7.tif,data/raw/DB3_B/101_7.tif,30.0,38.0,41.0,44.0,8.0,3.0,3.0,14.0,success,,,,,,True,300x300,uint8,0.027534900000318885,1.5794927000024472,1.607450900002732
DB3_B,101_8.tif,data/raw/DB3_B/101_8.tif,20.0,31.0,32.0,42.0,11.0,1.0,10.0,22.0,success,,,,,,True,300x300,uint8,0.0264861000032397,1.5664426000003004,1.5933350999985123
DB3_B,102_1.tif,data/raw/DB3_B/102_1.tif,21.0,37.0,44.0,38.0,16.0,7.0,-6.0,17.0,success,,,,,,True,300x300,uint8,0.028701100003672764,1.5666277999989688,1.5958130999933928
DB3_B,102_2.tif,data/raw/DB3_B/102_2.tif,19.0,39.0,42.0,40.0,20.0,3.0,-2.0,21.0,success,,,,,,True,300x300,uint8,0.031883099996775854,1.5674760000038077,1.6000901000006706
DB3_B,102_3.tif,data/raw/DB3_B/102_3.tif,21.0,30.0,37.0,36.0,9.0,7.0,-1.0,15.0,success,,,,,,True,300x300,uint8,0.026099499998963438,1.568127699996694,1.5946385999995982
DB3_B,102_4.tif,data/raw/DB3_B/102_4.tif,26.0,33.0,40.0,41.0,7.0,7.0,1.0,15.0,success,,,,,,True,300x300,uint8,0.030283200001576915,1.5545424000010826,1.58529599999747
DB3_B,102_5.tif,data/raw/DB3_B/102_5.tif,44.0,53.0,43.0,49.0,9.0,-10.0,6.0,5.0,success,,,,,,True,300x300,uint8,0.02607720000378322,1.5595523000010871,1.5860524000017904
DB3_B,102_6.tif,data/raw/DB3_B/102_6.tif,45.0,65.0,60.0,69.0,20.0,-5.0,9.0,24.0,success,,,,,,True,300x300,uint8,0.028901700003189035,1.5779104000030202,1.6072663000013563
DB3_B,102_7.tif,data/raw/DB3_B/102_7.tif,12.0,29.0,28.0,32.0,17.0,-1.0,4.0,20.0,success,,,,,,True,300x300,uint8,0.026900700002443045,1.5813954999975977,1.608748700004071
DB3_B,102_8.tif,data/raw/DB3_B/102_8.tif,15.0,28.0,35.0,40.0,13.0,7.0,5.0,25.0,success,,,,,,True,300x300,uint8,0.02871170000435086,1.5771468000020832,1.6063977000012528
DB3_B,103_1.tif,data/raw/DB3_B/103_1.tif,30.0,44.0,42.0,46.0,14.0,-2.0,4.0,16.0,success,,,,,,True,300x300,uint8,0.028565900000103284,1.5899218999984441,1.6189114000007976
DB3_B,103_2.tif,data/raw/DB3_B/103_2.tif,28.0,35.0,36.0,46.0,7.0,1.0,10.0,18.0,success,,,,,,True,300x300,uint8,0.02640189999510767,1.5913683000035235,1.6181951000035042
DB3_B,103_3.tif,data/raw/DB3_B/103_3.tif,36.0,37.0,49.0,51.0,1.0,12.0,2.0,15.0,success,,,,,,True,300x300,uint8,0.030775599996559322,1.564020599995274,1.595253599996795
DB3_B,103_4.tif,data/raw/DB3_B/103_4.tif,52.0,64.0,51.0,56.0,12.0,-13.0,5.0,4.0,success,,,,,,True,300x300,uint8,0.028292599999986123,1.5808353000029456,1.6095698999997694
DB3_B,103_5.tif,data/raw/DB3_B/103_5.tif,38.0,30.0,39.0,37.0,-8.0,9.0,-2.0,-1.0,success,,,,,,True,300x300,uint8,0.030658199997560587,1.5784667000043555,1.609695000006468
DB3_B,103_6.tif,data/raw/DB3_B/103_6.tif,14.0,37.0,35.0,49.0,23.0,-2.0,14.0,35.0,success,,,,,,True,300x300,uint8,0.02897079999820562,1.5593173000015668,1.5887301999973715
DB3_B,103_7.tif,data/raw/DB3_B/103_7.tif,28.0,33.0,34.0,41.0,5.0,1.0,7.0,13.0,success,,,,,,True,300x300,uint8,0.028843100000813138,1.5759917000032146,1.605245200000354
DB3_B,103_8.tif,data/raw/DB3_B/103_8.tif,20.0,27.0,32.0,33.0,7.0,5.0,1.0,13.0,success,,,,,,True,300x300,uint8,0.028384600002027582,1.5617543000043952,1.5905759999950533
DB3_B,104_1.tif,data/raw/DB3_B/104_1.tif,34.0,49.0,48.0,64.0,15.0,-1.0,16.0,30.0,success,,,,,,True,300x300,uint8,0.030136599998513702,1.571681699999317,1.6022377000044798
DB3_B,104_2.tif,data/raw/DB3_B/104_2.tif,34.0,43.0,56.0,53.0,9.0,13.0,-3.0,19.0,success,,,,,,True,300x300,uint8,0.028742200003762264,1.566588599998795,1.5957318999935524
DB3_B,104_3.tif,data/raw/DB3_B/104_3.tif,19.0,40.0,42.0,45.0,21.0,2.0,3.0,26.0,success,,,,,,True,300x300,uint8,0.027223099998082034,1.5693582000021706,1.5970015000057174
DB3_B,104_4.tif,data/raw/DB3_B/104_4.tif,18.0,14.0,20.0,19.0,-4.0,6.0,-1.0,1.0,success,,,,,,True,300x300,uint8,0.026507299997319933,1.5620355000064592,1.5889676000006148
DB3_B,104_5.tif,data/raw/DB3_B/104_5.tif,39.0,43.0,48.0,57.0,4.0,5.0,9.0,18.0,success,,,,,,True,300x300,uint8,0.03239970000140602,1.5726441000006162,1.605527500003518
DB3_B,104_6.tif,data/raw/DB3_B/104_6.tif,26.0,32.0,40.0,33.0,6.0,8.0,-7.0,7.0,success,,,,,,True,300x300,uint8,0.025105699998675846,1.571918599998753,1.5974464999962947
DB3_B,104_7.tif,data/raw/DB3_B/104_7.tif,23.0,39.0,33.0,28.0,16.0,-6.0,-5.0,5.0,success,,,,,,True,300x300,uint8,0.030405199999222532,1.5817250000036438,1.612575699997251
DB3_B,104_8.tif,data/raw/DB3_B/104_8.tif,26.0,27.0,25.0,32.0,1.0,-2.0,7.0,6.0,success,,,,,,True,300x300,uint8,0.028567500005010515,1.560243799998716,1.5892890000031912
DB3_B,105_1.tif,data/raw/DB3_B/105_1.tif,15.0,22.0,29.0,25.0,7.0,7.0,-4.0,10.0,success,,,,,,True,300x300,uint8,0.026162900001509115,1.5672492000012426,1.5938330000062706
DB3_B,105_2.tif,data/raw/DB3_B/105_2.tif,20.0,23.0,29.0,32.0,3.0,6.0,3.0,12.0,success,,,,,,True,300x300,uint8,0.029006099997786805,1.579917300005036,1.6093677000026219
DB3_B,105_3.tif,data/raw/DB3_B/105_3.tif,18.0,36.0,37.0,42.0,18.0,1.0,5.0,24.0,success,,,,,,True,300x300,uint8,0.029441500002576504,1.5690622000038275,1.5989746999985073
DB3_B,105_4.tif,data/raw/DB3_B/105_4.tif,48.0,46.0,47.0,48.0,-2.0,1.0,1.0,0.0,success,,,,,,True,300x300,uint8,0.02623009999661008,1.5616748000029474,1.5883307000040077
DB3_B,105_5.tif,data/raw/DB3_B/105_5.tif,35.0,42.0,58.0,44.0,7.0,16.0,-14.0,9.0,success,,,,,,True,300x300,uint8,0.02893000000040047,1.5724451000060071,1.601893699997163
DB3_B,105_6.tif,data/raw/DB3_B/105_6.tif,33.0,53.0,52.0,53.0,20.0,-1.0,1.0,20.0,success,,,,,,True,300x300,uint8,0.02739819999987958,1.5678803000046173,1.5957436000026064
DB3_B,105_7.tif,data/raw/DB3_B/105_7.tif,32.0,37.0,34.0,39.0,5.0,-3.0,5.0,7.0,success,,,,,,True,300x300,uint8,0.02921030000288738,1.5628247999993619,1.5924859000006109
DB3_B,105_8.tif,data/raw/DB3_B/105_8.tif,32.0,33.0,36.0,31.0,1.0,3.0,-5.0,-1.0,success,,,,,,True,300x300,uint8,0.02606709999963641,1.5586423000058858,1.5851356999992277
DB3_B,106_1.tif,data/raw/DB3_B/106_1.tif,34.0,55.0,54.0,56.0,21.0,-1.0,2.0,22.0,success,,,,,,True,300x300,uint8,0.029306099997484125,1.5448268000036478,1.574607399998058
DB3_B,106_2.tif,data/raw/DB3_B/106_2.tif,32.0,39.0,48.0,46.0,7.0,9.0,-2.0,14.0,success,,,,,,True,300x300,uint8,0.028326100000413135,1.5642384999955539,1.5929901999988942
DB3_B,106_3.tif,data/raw/DB3_B/106_3.tif,29.0,41.0,53.0,54.0,12.0,12.0,1.0,25.0,success,,,,,,True,300x300,uint8,0.02667210000072373,1.5755480000007083,1.6027084000015748
DB3_B,106_4.tif,data/raw/DB3_B/106_4.tif,40.0,42.0,58.0,57.0,2.0,16.0,-1.0,17.0,success,,,,,,True,300x300,uint8,0.02875810000114143,1.563813000000664,1.5930138999974588
DB3_B,106_5.tif,data/raw/DB3_B/106_5.tif,19.0,27.0,30.0,39.0,8.0,3.0,9.0,20.0,success,,,,,,True,300x300,uint8,0.026216600002953783,1.5740513999990071,1.6006825000004028
DB3_B,106_6.tif,data/raw/DB3_B/106_6.tif,22.0,24.0,24.0,21.0,2.0,0.0,-3.0,-1.0,success,,,,,,True,300x300,uint8,0.028343499994662125,1.5679153999953996,1.596696200002043
DB3_B,106_7.tif,data/raw/DB3_B/106_7.tif,14.0,9.0,17.0,23.0,-5.0,8.0,6.0,9.0,success,,,,,,True,300x300,uint8,0.026247299996612128,1.5746443000025465,1.6013088000036078
DB3_B,106_8.tif,data/raw/DB3_B/106_8.tif,9.0,6.0,4.0,6.0,-3.0,-2.0,2.0,-3.0,success,,,,,,True,300x300,uint8,0.030948300001909956,1.5539006000035442,1.5857096000036108
DB3_B,107_1.tif,data/raw/DB3_B/107_1.tif,29.0,39.0,45.0,47.0,10.0,6.0,2.0,18.0,success,,,,,,True,300x300,uint8,0.026379099996120203,1.5587939999968512,1.5856176000015694
DB3_B,107_2.tif,data/raw/DB3_B/107_2.tif,14.0,23.0,29.0,36.0,9.0,6.0,7.0,22.0,success,,,,,,True,300x300,uint8,0.02844069999991916,1.5575355000037234,1.5863953000007314
DB3_B,107_3.tif,data/raw/DB3_B/107_3.tif,16.0,21.0,30.0,37.0,5.0,9.0,7.0,21.0,success,,,,,,True,300x300,uint8,0.027315200000884943,1.564908500004094,1.592795099997602
DB3_B,107_4.tif,data/raw/DB3_B/107_4.tif,32.0,42.0,44.0,52.0,10.0,2.0,8.0,20.0,success,,,,,,True,300x300,uint8,0.027033899998059496,1.5541348999977345,1.5815733000054024
DB3_B,107_5.tif,data/raw/DB3_B/107_5.tif,26.0,30.0,33.0,36.0,4.0,3.0,3.0,10.0,success,,,,,,True,300x300,uint8,0.027226700003666338,1.557309299998451,1.5850328999949852
DB3_B,107_6.tif,data/raw/DB3_B/107_6.tif,16.0,24.0,23.0,36.0,8.0,-1.0,13.0,20.0,success,,,,,,True,300x300,uint8,0.0293286000014632,1.564298500001314,1.5941084000005503
DB3_B,107_7.tif,data/raw/DB3_B/107_7.tif,12.0,21.0,18.0,22.0,9.0,-3.0,4.0,10.0,success,,,,,,True,300x300,uint8,0.027563399999053217,1.5611357000016142,1.5891411999982665
DB3_B,107_8.tif,data/raw/DB3_B/107_8.tif,9.0,15.0,16.0,16.0,6.0,1.0,0.0,7.0,success,,,,,,True,300x300,uint8,0.028494999998656567,1.5636824000030174,1.5925978000013856
DB3_B,108_1.tif,data/raw/DB3_B/108_1.tif,33.0,35.0,45.0,43.0,2.0,10.0,-2.0,10.0,success,,,,,,True,300x300,uint8,0.029736199998296797,1.5640124000055948,1.5941841000021668
DB3_B,108_2.tif,data/raw/DB3_B/108_2.tif,24.0,21.0,25.0,26.0,-3.0,4.0,1.0,2.0,success,,,,,,True,300x300,uint8,0.030210500000976026,1.56867400000192,1.5994341999976314
DB3_B,108_3.tif,data/raw/DB3_B/108_3.tif,5.0,11.0,13.0,23.0,6.0,2.0,10.0,18.0,success,,,,,,True,300x300,uint8,0.02936010000121314,1.581184700000449,1.6109639999995125
DB3_B,108_4.tif,data/raw/DB3_B/108_4.tif,9.0,12.0,12.0,11.0,3.0,0.0,-1.0,2.0,success,,,,,,True,300x300,uint8,0.029223600002296735,1.5664345999975922,1.596072299995285
DB3_B,108_5.tif,data/raw/DB3_B/108_5.tif,27.0,31.0,37.0,32.0,4.0,6.0,-5.0,5.0,success,,,,,,True,300x300,uint8,0.028314200004388113,1.5596917000002577,1.5884173000013107
DB3_B,108_6.tif,data/raw/DB3_B/108_6.tif,37.0,31.0,28.0,36.0,-6.0,-3.0,8.0,-1.0,success,,,,,,True,300x300,uint8,0.027682600004482083,1.5688490999964415,1.5970124999948894
DB3_B,108_7.tif,data/raw/DB3_B/108_7.tif,18.0,37.0,35.0,32.0,19.0,-2.0,-3.0,14.0,success,,,,,,True,300x300,uint8,0.03066009999747621,1.56830379999883,1.5994361999983084
DB3_B,108_8.tif,data/raw/DB3_B/108_8.tif,19.0,26.0,37.0,31.0,7.0,11.0,-6.0,12.0,success,,,,,,True,300x300,uint8,0.02661639999860199,1.5647005000064382,1.5917656999954488
DB3_B,109_1.tif,data/raw/DB3_B/109_1.tif,11.0,21.0,18.0,25.0,10.0,-3.0,7.0,14.0,success,,,,,,True,300x300,uint8,0.02907460000278661,1.565704699998605,1.5952646000005188
DB3_B,109_2.tif,data/raw/DB3_B/109_2.tif,17.0,20.0,18.0,26.0,3.0,-2.0,8.0,9.0,success,,,,,,True,300x300,uint8,0.027627100003883243,1.5743043999973452,1.6023432000001776
DB3_B,109_3.tif,data/raw/DB3_B/109_3.tif,15.0,13.0,16.0,17.0,-2.0,3.0,1.0,2.0,success,,,,,,True,300x300,uint8,0.028480400003900286,1.5695301000014297,1.5984421000030125
DB3_B,109_4.tif,data/raw/DB3_B/109_4.tif,20.0,21.0,24.0,23.0,1.0,3.0,-1.0,3.0,success,,,,,,True,300x300,uint8,0.028480699998908676,1.5582590000049095,1.5871416000009049
DB3_B,109_5.tif,data/raw/DB3_B/109_5.tif,31.0,46.0,45.0,48.0,15.0,-1.0,3.0,17.0,success,,,,,,True,300x300,uint8,0.03125880000152392,1.5751448000009987,1.6069301000025007
DB3_B,109_6.tif,data/raw/DB3_B/109_6.tif,38.0,45.0,44.0,46.0,7.0,-1.0,2.0,8.0,success,,,,,,True,300x300,uint8,0.02903850000438979,1.5692244000019855,1.5987313999939943
DB3_B,109_7.tif,data/raw/DB3_B/109_7.tif,11.0,11.0,12.0,19.0,0.0,1.0,7.0,8.0,success,,,,,,True,300x300,uint8,0.026549599999270868,1.5546100999999908,1.5816463000010117
DB3_B,109_8.tif,data/raw/DB3_B/109_8.tif,16.0,16.0,22.0,22.0,0.0,6.0,0.0,6.0,success,,,,,,True,300x300,uint8,0.028686999998171814,1.5497437999947579,1.5788706000021193
DB3_B,110_1.tif,data/raw/DB3_B/110_1.tif,12.0,15.0,16.0,25.0,3.0,1.0,9.0,13.0,success,,,,,,True,300x300,uint8,0.02604820000124164,1.5645521999977063,1.591041400002723
DB3_B,110_2.tif,data/raw/DB3_B/110_2.tif,17.0,10.0,16.0,12.0,-7.0,6.0,-4.0,-5.0,success,,,,,,True,300x300,uint8,0.02917909999814583,1.5751125999959186,1.6047752000013134
DB3_B,110_3.tif,data/raw/DB3_B/110_3.tif,11.0,9.0,9.0,7.0,-2.0,0.0,-2.0,-4.0,success,,,,,,True,300x300,uint8,0.029468299995642155,1.5747510000001057,1.6046715999982553
DB3_B,110_4.tif,data/raw/DB3_B/110_4.tif,19.0,17.0,18.0,20.0,-2.0,1.0,2.0,1.0,success,,,,,,True,300x300,uint8,0.02756770000269171,1.5605593000000226,1.5885823999997228
DB3_B,110_5.tif,data/raw/DB3_B/110_5.tif,,14.0,18.0,15.0,,4.0,-3.0,,nfiq2_partial,raw: Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,,,,True,300x300,uint8,0.05554909999773372,1.5243824999997742,1.5812988999969093
DB3_B,110_6.tif,data/raw/DB3_B/110_6.tif,18.0,15.0,16.0,17.0,-3.0,1.0,1.0,-1.0,success,,,,,,True,300x300,uint8,0.028288099994824734,1.5624005000063335,1.5911217000029865
DB3_B,110_7.tif,data/raw/DB3_B/110_7.tif,17.0,10.0,8.0,9.0,-7.0,-2.0,1.0,-8.0,success,,,,,,True,300x300,uint8,0.02966539999761153,1.5755837000033353,1.6056857999938074
DB3_B,110_8.tif,data/raw/DB3_B/110_8.tif,11.0,14.0,20.0,15.0,3.0,6.0,-5.0,4.0,success,,,,,,True,300x300,uint8,0.026206300004560035,1.56764000000112,1.5942546000005677
DB4_B,101_1.tif,data/raw/DB4_B/101_1.tif,39.0,43.0,45.0,43.0,4.0,2.0,-2.0,4.0,success,,,,,,True,384x288,uint8,0.037183899999945424,1.579309300002933,1.6172510000033071
DB4_B,101_2.tif,data/raw/DB4_B/101_2.tif,39.0,37.0,34.0,40.0,-2.0,-3.0,6.0,1.0,success,,,,,,True,384x288,uint8,0.03298930000164546,1.5651066999998875,1.5986226000022725
DB4_B,101_3.tif,data/raw/DB4_B/101_3.tif,42.0,48.0,51.0,50.0,6.0,3.0,-1.0,8.0,success,,,,,,True,384x288,uint8,0.03582520000054501,1.608351599999878,1.6446395999955712
DB4_B,101_4.tif,data/raw/DB4_B/101_4.tif,50.0,55.0,58.0,64.0,5.0,3.0,6.0,14.0,success,,,,,,True,384x288,uint8,0.03620489999593701,1.6135195000024396,1.6501882000011392
DB4_B,101_5.tif,data/raw/DB4_B/101_5.tif,37.0,30.0,34.0,27.0,-7.0,4.0,-7.0,-10.0,success,,,,,,True,384x288,uint8,0.03565320000052452,1.596921399999701,1.6330257000008714
DB4_B,101_6.tif,data/raw/DB4_B/101_6.tif,37.0,48.0,50.0,43.0,11.0,2.0,-7.0,6.0,success,,,,,,True,384x288,uint8,0.03103199999895878,1.5852175999971223,1.6167045000038343
