variant,db,file,raw_nfiq2,raw_error,final_nfiq2,final_error,delta_final
minus_p1,DB2_B,108_1.tif,61.0,,53.0,,-8.0
minus_p2,DB2_B,108_1.tif,61.0,,67.0,,6.0
minus_p6,DB2_B,108_1.tif,61.0,,61.0,,0.0
minus_p1,DB2_B,108_2.tif,58.0,,64.0,,6.0
minus_p2,DB2_B,108_2.tif,58.0,,67.0,,9.0
minus_p6,DB2_B,108_2.tif,58.0,,69.0,,11.0
minus_p1,DB2_B,108_3.tif,46.0,,47.0,,1.0
minus_p2,DB2_B,108_3.tif,46.0,,47.0,,1.0
minus_p6,DB2_B,108_3.tif,46.0,,56.0,,10.0
minus_p1,DB2_B,108_4.tif,55.0,,70.0,,15.0
minus_p2,DB2_B,108_4.tif,55.0,,74.0,,19.0
minus_p6,DB2_B,108_4.tif,55.0,,66.0,,11.0
minus_p1,DB2_B,108_5.tif,52.0,,60.0,,8.0
minus_p2,DB2_B,108_5.tif,52.0,,70.0,,18.0
minus_p6,DB2_B,108_5.tif,52.0,,70.0,,18.0
minus_p1,DB2_B,108_6.tif,58.0,,50.0,,-8.0
minus_p2,DB2_B,108_6.tif,58.0,,54.0,,-4.0
minus_p6,DB2_B,108_6.tif,58.0,,59.0,,1.0
minus_p1,DB2_B,108_7.tif,68.0,,63.0,,-5.0
minus_p2,DB2_B,108_7.tif,68.0,,60.0,,-8.0
minus_p6,DB2_B,108_7.tif,68.0,,71.0,,3.0
minus_p1,DB2_B,108_8.tif,35.0,,58.0,,23.0
minus_p2,DB2_B,108_8.tif,35.0,,74.0,,39.0
minus_p6,DB2_B,108_8.tif,35.0,,59.0,,24.0
minus_p1,DB2_B,109_1.tif,32.0,,49.0,,17.0
minus_p2,DB2_B,109_1.tif,32.0,,39.0,,7.0
minus_p6,DB2_B,109_1.tif,32.0,,39.0,,7.0
minus_p1,DB2_B,109_2.tif,47.0,,63.0,,16.0
minus_p2,DB2_B,109_2.tif,47.0,,56.0,,9.0
minus_p6,DB2_B,109_2.tif,47.0,,55.0,,8.0
minus_p1,DB2_B,109_3.tif,48.0,,43.0,,-5.0
minus_p2,DB2_B,109_3.tif,48.0,,61.0,,13.0
minus_p6,DB2_B,109_3.tif,48.0,,46.0,,-2.0
minus_p1,DB2_B,109_4.tif,41.0,,48.0,,7.0
minus_p2,DB2_B,109_4.tif,41.0,,58.0,,17.0
minus_p6,DB2_B,109_4.tif,41.0,,44.0,,3.0
minus_p1,DB2_B,109_5.tif,52.0,,40.0,,-12.0
minus_p2,DB2_B,109_5.tif,52.0,,39.0,,-13.0
minus_p6,DB2_B,109_5.tif,52.0,,39.0,,-13.0
minus_p1,DB2_B,109_6.tif,17.0,,38.0,,21.0
minus_p2,DB2_B,109_6.tif,17.0,,48.0,,31.0
minus_p6,DB2_B,109_6.tif,17.0,,52.0,,35.0
minus_p1,DB2_B,109_7.tif,21.0,,55.0,,34.0
minus_p2,DB2_B,109_7.tif,21.0,,56.0,,35.0
minus_p6,DB2_B,109_7.tif,21.0,,53.0,,32.0
minus_p1,DB2_B,109_8.tif,9.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB2_B,109_8.tif,9.0,,20.0,,11.0
minus_p6,DB2_B,109_8.tif,9.0,,26.0,,17.0
minus_p1,DB2_B,110_1.tif,47.0,,59.0,,12.0
minus_p2,DB2_B,110_1.tif,47.0,,69.0,,22.0
minus_p6,DB2_B,110_1.tif,47.0,,61.0,,14.0
minus_p1,DB2_B,110_2.tif,43.0,,59.0,,16.0
minus_p2,DB2_B,110_2.tif,43.0,,70.0,,27.0
minus_p6,DB2_B,110_2.tif,43.0,,54.0,,11.0
minus_p1,DB2_B,110_3.tif,33.0,,62.0,,29.0
minus_p2,DB2_B,110_3.tif,33.0,,68.0,,35.0
minus_p6,DB2_B,110_3.tif,33.0,,58.0,,25.0
minus_p1,DB2_B,110_4.tif,30.0,,50.0,,20.0
minus_p2,DB2_B,110_4.tif,30.0,,43.0,,13.0
minus_p6,DB2_B,110_4.tif,30.0,,60.0,,30.0
minus_p1,DB2_B,110_5.tif,33.0,,38.0,,5.0
minus_p2,DB2_B,110_5.tif,33.0,,41.0,,8.0
minus_p6,DB2_B,110_5.tif,33.0,,44.0,,11.0
minus_p1,DB2_B,110_6.tif,24.0,,48.0,,24.0
minus_p2,DB2_B,110_6.tif,24.0,,36.0,,12.0
minus_p6,DB2_B,110_6.tif,24.0,,48.0,,24.0
minus_p1,DB2_B,110_7.tif,26.0,,40.0,,14.0
minus_p2,DB2_B,110_7.tif,26.0,,71.0,,45.0
minus_p6,DB2_B,110_7.tif,26.0,,77.0,,51.0
minus_p1,DB2_B,110_8.tif,10.0,,39.0,,29.0
minus_p2,DB2_B,110_8.tif,10.0,,30.0,,20.0
minus_p6,DB2_B,110_8.tif,10.0,,44.0,,34.0
minus_p1,DB3_B,101_1.tif,40.0,,59.0,,19.0
minus_p2,DB3_B,101_1.tif,40.0,,51.0,,11.0
minus_p6,DB3_B,101_1.tif,40.0,,56.0,,16.0
minus_p1,DB3_B,101_2.tif,32.0,,47.0,,15.0
minus_p2,DB3_B,101_2.tif,32.0,,62.0,,30.0
minus_p6,DB3_B,101_2.tif,32.0,,55.0,,23.0
minus_p1,DB3_B,101_3.tif,38.0,,49.0,,11.0
minus_p2,DB3_B,101_3.tif,38.0,,49.0,,11.0
minus_p6,DB3_B,101_3.tif,38.0,,65.0,,27.0
minus_p1,DB3_B,101_4.tif,17.0,,35.0,,18.0
minus_p2,DB3_B,101_4.tif,17.0,,44.0,,27.0
minus_p6,DB3_B,101_4.tif,17.0,,54.0,,37.0
minus_p1,DB3_B,101_5.tif,42.0,,63.0,,21.0
minus_p2,DB3_B,101_5.tif,42.0,,35.0,,-7.0
minus_p6,DB3_B,101_5.tif,42.0,,38.0,,-4.0
minus_p1,DB3_B,101_6.tif,38.0,,48.0,,10.0
minus_p2,DB3_B,101_6.tif,38.0,,40.0,,2.0
minus_p6,DB3_B,101_6.tif,38.0,,46.0,,8.0
minus_p1,DB3_B,101_7.tif,30.0,,47.0,,17.0
minus_p2,DB3_B,101_7.tif,30.0,,41.0,,11.0
minus_p6,DB3_B,101_7.tif,30.0,,48.0,,18.0
minus_p1,DB3_B,101_8.tif,20.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,101_8.tif,20.0,,38.0,,18.0
minus_p6,DB3_B,101_8.tif,20.0,,55.0,,35.0
minus_p1,DB3_B,102_1.tif,21.0,,52.0,,31.0
minus_p2,DB3_B,102_1.tif,21.0,,46.0,,25.0
minus_p6,DB3_B,102_1.tif,21.0,,65.0,,44.0
minus_p1,DB3_B,102_2.tif,19.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,102_2.tif,19.0,,45.0,,26.0
minus_p6,DB3_B,102_2.tif,19.0,,44.0,,25.0
minus_p1,DB3_B,102_3.tif,21.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,102_3.tif,21.0,,45.0,,24.0
minus_p6,DB3_B,102_3.tif,21.0,,61.0,,40.0
minus_p1,DB3_B,102_4.tif,26.0,,50.0,,24.0
minus_p2,DB3_B,102_4.tif,26.0,,52.0,,26.0
minus_p6,DB3_B,102_4.tif,26.0,,69.0,,43.0
minus_p1,DB3_B,102_5.tif,44.0,,56.0,,12.0
minus_p2,DB3_B,102_5.tif,44.0,,46.0,,2.0
minus_p6,DB3_B,102_5.tif,44.0,,47.0,,3.0
minus_p1,DB3_B,102_6.tif,45.0,,53.0,,8.0
minus_p2,DB3_B,102_6.tif,45.0,,72.0,,27.0
minus_p6,DB3_B,102_6.tif,45.0,,67.0,,22.0
minus_p1,DB3_B,102_7.tif,12.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,102_7.tif,12.0,,30.0,,18.0
minus_p6,DB3_B,102_7.tif,12.0,,50.0,,38.0
minus_p1,DB3_B,102_8.tif,15.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,102_8.tif,15.0,,40.0,,25.0
minus_p6,DB3_B,102_8.tif,15.0,,55.0,,40.0
minus_p1,DB3_B,103_1.tif,30.0,,50.0,,20.0
minus_p2,DB3_B,103_1.tif,30.0,,46.0,,16.0
minus_p6,DB3_B,103_1.tif,30.0,,57.0,,27.0
minus_p1,DB3_B,103_2.tif,28.0,,41.0,,13.0
minus_p2,DB3_B,103_2.tif,28.0,,42.0,,14.0
minus_p6,DB3_B,103_2.tif,28.0,,50.0,,22.0
minus_p1,DB3_B,103_3.tif,36.0,,47.0,,11.0
minus_p2,DB3_B,103_3.tif,36.0,,43.0,,7.0
minus_p6,DB3_B,103_3.tif,36.0,,47.0,,11.0
minus_p1,DB3_B,103_4.tif,52.0,,53.0,,1.0
minus_p2,DB3_B,103_4.tif,52.0,,59.0,,7.0
minus_p6,DB3_B,103_4.tif,52.0,,66.0,,14.0
minus_p1,DB3_B,103_5.tif,38.0,,44.0,,6.0
minus_p2,DB3_B,103_5.tif,38.0,,54.0,,16.0
minus_p6,DB3_B,103_5.tif,38.0,,50.0,,12.0
minus_p1,DB3_B,103_6.tif,14.0,,63.0,,49.0
minus_p2,DB3_B,103_6.tif,14.0,,42.0,,28.0
minus_p6,DB3_B,103_6.tif,14.0,,55.0,,41.0
minus_p1,DB3_B,103_7.tif,28.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,103_7.tif,28.0,,38.0,,10.0
minus_p6,DB3_B,103_7.tif,28.0,,42.0,,14.0
minus_p1,DB3_B,103_8.tif,20.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,103_8.tif,20.0,,35.0,,15.0
minus_p6,DB3_B,103_8.tif,20.0,,47.0,,27.0
minus_p1,DB3_B,104_1.tif,34.0,,52.0,,18.0
minus_p2,DB3_B,104_1.tif,34.0,,43.0,,9.0
minus_p6,DB3_B,104_1.tif,34.0,,37.0,,3.0
minus_p1,DB3_B,104_2.tif,34.0,,39.0,,5.0
minus_p2,DB3_B,104_2.tif,34.0,,43.0,,9.0
minus_p6,DB3_B,104_2.tif,34.0,,52.0,,18.0
minus_p1,DB3_B,104_3.tif,19.0,,44.0,,25.0
minus_p2,DB3_B,104_3.tif,19.0,,33.0,,14.0
minus_p6,DB3_B,104_3.tif,19.0,,35.0,,16.0
minus_p1,DB3_B,104_4.tif,18.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,104_4.tif,18.0,,23.0,,5.0
minus_p6,DB3_B,104_4.tif,18.0,,43.0,,25.0
minus_p1,DB3_B,104_5.tif,39.0,,62.0,,23.0
minus_p2,DB3_B,104_5.tif,39.0,,67.0,,28.0
minus_p6,DB3_B,104_5.tif,39.0,,78.0,,39.0
minus_p1,DB3_B,104_6.tif,26.0,,45.0,,19.0
minus_p2,DB3_B,104_6.tif,26.0,,37.0,,11.0
minus_p6,DB3_B,104_6.tif,26.0,,38.0,,12.0
minus_p1,DB3_B,104_7.tif,23.0,,41.0,,18.0
minus_p2,DB3_B,104_7.tif,23.0,,32.0,,9.0
minus_p6,DB3_B,104_7.tif,23.0,,39.0,,16.0
minus_p1,DB3_B,104_8.tif,26.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,104_8.tif,26.0,,33.0,,7.0
minus_p6,DB3_B,104_8.tif,26.0,,44.0,,18.0
minus_p1,DB3_B,105_1.tif,15.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,105_1.tif,15.0,,39.0,,24.0
minus_p6,DB3_B,105_1.tif,15.0,,52.0,,37.0
minus_p1,DB3_B,105_2.tif,20.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,105_2.tif,20.0,,44.0,,24.0
minus_p6,DB3_B,105_2.tif,20.0,,39.0,,19.0
minus_p1,DB3_B,105_3.tif,18.0,,49.0,,31.0
minus_p2,DB3_B,105_3.tif,18.0,,39.0,,21.0
minus_p6,DB3_B,105_3.tif,18.0,,58.0,,40.0
minus_p1,DB3_B,105_4.tif,48.0,,55.0,,7.0
minus_p2,DB3_B,105_4.tif,48.0,,52.0,,4.0
minus_p6,DB3_B,105_4.tif,48.0,,56.0,,8.0
minus_p1,DB3_B,105_5.tif,35.0,,50.0,,15.0
minus_p2,DB3_B,105_5.tif,35.0,,57.0,,22.0
minus_p6,DB3_B,105_5.tif,35.0,,53.0,,18.0
minus_p1,DB3_B,105_6.tif,33.0,,50.0,,17.0
minus_p2,DB3_B,105_6.tif,33.0,,52.0,,19.0
minus_p6,DB3_B,105_6.tif,33.0,,59.0,,26.0
minus_p1,DB3_B,105_7.tif,32.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,105_7.tif,32.0,,44.0,,12.0
minus_p6,DB3_B,105_7.tif,32.0,,42.0,,10.0
minus_p1,DB3_B,105_8.tif,32.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,105_8.tif,32.0,,47.0,,15.0
minus_p6,DB3_B,105_8.tif,32.0,,41.0,,9.0
minus_p1,DB3_B,106_1.tif,34.0,,48.0,,14.0
minus_p2,DB3_B,106_1.tif,34.0,,49.0,,15.0
minus_p6,DB3_B,106_1.tif,34.0,,52.0,,18.0
minus_p1,DB3_B,106_2.tif,32.0,,45.0,,13.0
minus_p2,DB3_B,106_2.tif,32.0,,34.0,,2.0
minus_p6,DB3_B,106_2.tif,32.0,,42.0,,10.0
minus_p1,DB3_B,106_3.tif,29.0,,49.0,,20.0
minus_p2,DB3_B,106_3.tif,29.0,,48.0,,19.0
minus_p6,DB3_B,106_3.tif,29.0,,40.0,,11.0
minus_p1,DB3_B,106_4.tif,40.0,,49.0,,9.0
minus_p2,DB3_B,106_4.tif,40.0,,32.0,,-8.0
minus_p6,DB3_B,106_4.tif,40.0,,50.0,,10.0
minus_p1,DB3_B,106_5.tif,19.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,106_5.tif,19.0,,32.0,,13.0
minus_p6,DB3_B,106_5.tif,19.0,,46.0,,27.0
minus_p1,DB3_B,106_6.tif,22.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,106_6.tif,22.0,,24.0,,2.0
minus_p6,DB3_B,106_6.tif,22.0,,50.0,,28.0
minus_p1,DB3_B,106_7.tif,14.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,106_7.tif,14.0,,19.0,,5.0
minus_p6,DB3_B,106_7.tif,14.0,,37.0,,23.0
minus_p1,DB3_B,106_8.tif,9.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,106_8.tif,9.0,,12.0,,3.0
minus_p6,DB3_B,106_8.tif,9.0,,26.0,,17.0
minus_p1,DB3_B,107_1.tif,29.0,,48.0,,19.0
minus_p2,DB3_B,107_1.tif,29.0,,47.0,,18.0
minus_p6,DB3_B,107_1.tif,29.0,,36.0,,7.0
minus_p1,DB3_B,107_2.tif,14.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,107_2.tif,14.0,,40.0,,26.0
minus_p6,DB3_B,107_2.tif,14.0,,52.0,,38.0
minus_p1,DB3_B,107_3.tif,16.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,107_3.tif,16.0,,41.0,,25.0
minus_p6,DB3_B,107_3.tif,16.0,,52.0,,36.0
minus_p1,DB3_B,107_4.tif,32.0,,50.0,,18.0
minus_p2,DB3_B,107_4.tif,32.0,,25.0,,-7.0
minus_p6,DB3_B,107_4.tif,32.0,,41.0,,9.0
minus_p1,DB3_B,107_5.tif,26.0,,54.0,,28.0
minus_p2,DB3_B,107_5.tif,26.0,,33.0,,7.0
minus_p6,DB3_B,107_5.tif,26.0,,54.0,,28.0
minus_p1,DB3_B,107_6.tif,16.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,107_6.tif,16.0,,38.0,,22.0
minus_p6,DB3_B,107_6.tif,16.0,,54.0,,38.0
minus_p1,DB3_B,107_7.tif,12.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,107_7.tif,12.0,,13.0,,1.0
minus_p6,DB3_B,107_7.tif,12.0,,31.0,,19.0
minus_p1,DB3_B,107_8.tif,9.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,107_8.tif,9.0,,11.0,,2.0
minus_p6,DB3_B,107_8.tif,9.0,,28.0,,19.0
minus_p1,DB3_B,108_1.tif,33.0,,36.0,,3.0
minus_p2,DB3_B,108_1.tif,33.0,,29.0,,-4.0
minus_p6,DB3_B,108_1.tif,33.0,,20.0,,-13.0
minus_p1,DB3_B,108_2.tif,24.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,108_2.tif,24.0,,22.0,,-2.0
minus_p6,DB3_B,108_2.tif,24.0,,22.0,,-2.0
minus_p1,DB3_B,108_3.tif,5.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,108_3.tif,5.0,,15.0,,10.0
minus_p6,DB3_B,108_3.tif,5.0,,26.0,,21.0
minus_p1,DB3_B,108_4.tif,9.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,108_4.tif,9.0,,12.0,,3.0
minus_p6,DB3_B,108_4.tif,9.0,,17.0,,8.0
minus_p1,DB3_B,108_5.tif,27.0,,36.0,,9.0
minus_p2,DB3_B,108_5.tif,27.0,,47.0,,20.0
minus_p6,DB3_B,108_5.tif,27.0,,46.0,,19.0
minus_p1,DB3_B,108_6.tif,37.0,,26.0,,-11.0
minus_p2,DB3_B,108_6.tif,37.0,,33.0,,-4.0
minus_p6,DB3_B,108_6.tif,37.0,,29.0,,-8.0
minus_p1,DB3_B,108_7.tif,18.0,,32.0,,14.0
minus_p2,DB3_B,108_7.tif,18.0,,41.0,,23.0
minus_p6,DB3_B,108_7.tif,18.0,,45.0,,27.0
minus_p1,DB3_B,108_8.tif,19.0,,34.0,,15.0
minus_p2,DB3_B,108_8.tif,19.0,,26.0,,7.0
minus_p6,DB3_B,108_8.tif,19.0,,30.0,,11.0
minus_p1,DB3_B,109_1.tif,11.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,109_1.tif,11.0,,41.0,,30.0
minus_p6,DB3_B,109_1.tif,11.0,,37.0,,26.0
minus_p1,DB3_B,109_2.tif,17.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,109_2.tif,17.0,,37.0,,20.0
minus_p6,DB3_B,109_2.tif,17.0,,47.0,,30.0
minus_p1,DB3_B,109_3.tif,15.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,109_3.tif,15.0,,26.0,,11.0
minus_p6,DB3_B,109_3.tif,15.0,,38.0,,23.0
minus_p1,DB3_B,109_4.tif,20.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,109_4.tif,20.0,,28.0,,8.0
minus_p6,DB3_B,109_4.tif,20.0,,26.0,,6.0
minus_p1,DB3_B,109_5.tif,31.0,,51.0,,20.0
minus_p2,DB3_B,109_5.tif,31.0,,50.0,,19.0
minus_p6,DB3_B,109_5.tif,31.0,,47.0,,16.0
minus_p1,DB3_B,109_6.tif,38.0,,54.0,,16.0
minus_p2,DB3_B,109_6.tif,38.0,,51.0,,13.0
minus_p6,DB3_B,109_6.tif,38.0,,53.0,,15.0
minus_p1,DB3_B,109_7.tif,11.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,109_7.tif,11.0,,22.0,,11.0
minus_p6,DB3_B,109_7.tif,11.0,,44.0,,33.0
minus_p1,DB3_B,109_8.tif,16.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,109_8.tif,16.0,,32.0,,16.0
minus_p6,DB3_B,109_8.tif,16.0,,37.0,,21.0
minus_p1,DB3_B,110_1.tif,12.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,110_1.tif,12.0,,20.0,,8.0
minus_p6,DB3_B,110_1.tif,12.0,,38.0,,26.0
minus_p1,DB3_B,110_2.tif,17.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,110_2.tif,17.0,,23.0,,6.0
minus_p6,DB3_B,110_2.tif,17.0,,34.0,,17.0
minus_p1,DB3_B,110_3.tif,11.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,110_3.tif,11.0,,21.0,,10.0
minus_p6,DB3_B,110_3.tif,11.0,,15.0,,4.0
minus_p1,DB3_B,110_4.tif,19.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,110_4.tif,19.0,,37.0,,18.0
minus_p6,DB3_B,110_4.tif,19.0,,40.0,,21.0
minus_p1,DB3_B,110_5.tif,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,110_5.tif,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,16.0,,
minus_p6,DB3_B,110_5.tif,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,23.0,,
minus_p1,DB3_B,110_6.tif,18.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
minus_p2,DB3_B,110_6.tif,18.0,,28.0,,10.0
minus_p6,DB3_B,110_6.tif,18.0,,36.0,,18.0
minus_p1,DB3_B,110_7.tif,17.0,,,Error: NFIQ2 computeUnifiedQualityScore returned an error code: Could not create feature set from raw data: FRFXLL_ERR_FB_TOO_SMALL_AREA: Fingerprint area is too small. Most likely this is because the tip of the finger is presented.,
